LOINC_NUMBER,COMPONENT,CODE_SYSTEM,CODE_VALUE,AnswerListId,AnswerListName,ANSWER_CODE,SEQUENCE_NO,ANSWER_STRING
59552-0,"Flag for Date non cancer directed surgery Rx as part of 1st cancer not populated",NAACCR_ID,1281,LL915-0,NAACCR_1281,11,2,"No proper value is applicable in this context (e.g., no diagnostic or staging procedure performed; autopsy only case)."
59552-0,"Flag for Date non cancer directed surgery Rx as part of 1st cancer not populated",NAACCR_ID,1281,LL915-0,NAACCR_1281,12,3,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., diagnostic or staging procedure performed but date is unknown)."
59552-0,"Flag for Date non cancer directed surgery Rx as part of 1st cancer not populated",NAACCR_ID,1281,LL915-0,NAACCR_1281,"",4,"A valid date value is provided in item RX Date-DX/Stg Proc [1280], or the date was not expected to have been transmitted."
59557-9,"Treatment status",NAACCR_ID,1285,LL916-8,NAACCR_1285,0,1,"No treatment given"
59557-9,"Treatment status",NAACCR_ID,1285,LL916-8,NAACCR_1285,1,2,"Treatment given"
59557-9,"Treatment status",NAACCR_ID,1285,LL916-8,NAACCR_1285,2,3,"Active surveillance (watchful waiting)"
59557-9,"Treatment status",NAACCR_ID,1285,LL916-8,NAACCR_1285,9,4,"Unknown if treatment was given"
21934-5,"Surgery site.primary",NAACCR_ID,1290,LL81-1,"CR_1290_Surgery site-primary",99,1,"Unknown if primary site surgery performed"
21934-5,"Surgery site.primary",NAACCR_ID,1290,LL81-1,"CR_1290_Surgery site-primary",00,2,"No primary site surgery performed"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",0,1,"No regional lymph nodes removed"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",1,2,"Biopsy or aspiration of regional lymph node, NOS"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",2,3,"Sentinel lymph node biopsy"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",3,4,"Number of regional lymph nodes removed unknown, not stated; regional lymph nodes removed, NOS"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",4,5,"1 to 3 regional lymph nodes removed"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",5,6,"4 or more regional lymph nodes removed"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",6,7,"Sentinel node biopsy and code 3, 4, or 5 at same time or timing not stated"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",7,8,"Sentinel node biopsy and code 3, 4, or 5 at different times"
21935-2,"Surgery scope",NAACCR_ID,1292,LL82-9,"CR_1292_Lymph node surgery-scope",9,9,"Unknown or not applicable"
21936-0,"Surgery.other regional disease",NAACCR_ID,1294,LL83-7,"CR_1294_Other regional site surgery",0,1,"None; diagnosed at autopsy"
21936-0,"Surgery.other regional disease",NAACCR_ID,1294,LL83-7,"CR_1294_Other regional site surgery",1,2,"Non-primary surgical procedure performed"
21936-0,"Surgery.other regional disease",NAACCR_ID,1294,LL83-7,"CR_1294_Other regional site surgery",2,3,"Non-primary surgical procedure to other regional sites"
21936-0,"Surgery.other regional disease",NAACCR_ID,1294,LL83-7,"CR_1294_Other regional site surgery",3,4,"Non-primary surgical procedure to distant lymph node(s)"
21936-0,"Surgery.other regional disease",NAACCR_ID,1294,LL83-7,"CR_1294_Other regional site surgery",4,5,"Non-primary surgical procedure to distant site"
21936-0,"Surgery.other regional disease",NAACCR_ID,1294,LL83-7,"CR_1294_Other regional site surgery",5,6,"Any combination of codes 2, 3, or 4"
21936-0,"Surgery.other regional disease",NAACCR_ID,1294,LL83-7,"CR_1294_Other regional site surgery",9,7,"Unknown; death certificate only"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",00,1,"No regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",01,2,"One regional lymph node examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",02,3,"Two regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",03,4,"3 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",04,5,"4 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",05,6,"5 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",06,7,"6 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",07,8,"7 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",08,9,"8 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",09,10,"9 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",10,11,"10 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",11,12,"11 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",12,13,"12 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",13,14,"13 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",14,15,"14 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",15,16,"15 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",16,17,"16 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",17,18,"17 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",18,19,"18 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",19,20,"19 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",20,21,"20 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",21,22,"21 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",22,23,"22 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",23,24,"23 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",24,25,"24 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",25,26,"25 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",26,27,"26 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",27,28,"27 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",28,29,"28 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",29,30,"29 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",30,31,"30 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",31,32,"31 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",32,33,"32 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",33,34,"33 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",34,35,"34 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",35,36,"35 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",36,37,"36 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",37,38,"37 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",38,39,"38 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",39,40,"39 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",40,41,"40 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",41,42,"41 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",42,43,"42 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",43,44,"43 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",44,45,"44 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",45,46,"45 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",46,47,"46 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",47,48,"47 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",48,49,"48 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",49,50,"49 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",50,51,"50 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",51,52,"51 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",52,53,"52 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",53,54,"53 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",54,55,"54 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",55,56,"55 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",56,57,"56 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",57,58,"57 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",58,59,"58 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",59,60,"59 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",60,61,"60 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",61,62,"61 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",62,63,"62 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",63,64,"63 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",64,65,"64 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",65,66,"65 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",66,67,"66 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",67,68,"67 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",68,69,"68 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",69,70,"69 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",70,71,"70 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",71,72,"71 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",72,73,"72 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",73,74,"73 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",74,75,"74 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",75,76,"75 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",76,77,"76 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",77,78,"77 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",78,79,"78 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",79,80,"79 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",80,81,"80 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",81,82,"81 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",82,83,"82 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",83,84,"83 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",84,85,"84 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",85,86,"85 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",86,87,"86 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",87,88,"87 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",88,89,"88 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",89,90,"89 regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",90,95,"90 or more regional lymph nodes examined"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",95,96,"No regional lymph node(s) removed, but aspiration of regiona"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",96,97,"Regional lymph node removal documented as sampling, and numb"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",97,98,"Regional lymph node removal documented as a dissection, and"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",98,99,"Regional lymph nodes surgically removed, but number of lymph"
21937-8,"Surgery regional nodes examined",NAACCR_ID,1296,LL84-5,"CR_1296_Regional nodes examined",99,100,"Unknown; not stated; death certificate ONLY"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",0,1,"All margins negative"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",1,2,"Margins Involved, NOS"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",2,3,"Microscopic Involvement"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",3,4,"Single Margin"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",4,5,"Multiple Margins"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",5,7,"Macroscopic Involvement"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",7,8,"Margins Not Evaluated"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",8,9,"No-Ca dir surgery of primary site"
21939-4,"Surgical margins cancer involvement",NAACCR_ID,1320,LL87-8,"CR_1320_Surgical margins involved",9,10,"Unknown (Death Cert Only)"
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",0,1,"CA Directed Surgery Performed"
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",1,2,"CA Dir Surg Not Recommended"
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",2,5,Contraindicated
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",5,6,"Surgery of the primary site was not performed because the patient died prior to planned or recommended surgery"
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",6,7,"Unknown reason for No Surg"
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",7,8,"Refused Surgery"
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",8,9,"Surg recommended - Unknown if Done"
21941-0,"Reason for no cancer directed surgery",NAACCR_ID,1340,LL89-4,"CR_1340_Reason no surgery",9,10,"Unknown if Recommended or Performed"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",00,1,"No surgical procedure"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",01,2,"Incisional biopsy of other than primary site; needle biopsy"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",02,3,"Incisional biopsy of primary site; needle biopsy of primary"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",03,4,"Exploratory ONLY (no biopsy)"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",04,5,"Bypass surgery (no biopsy); -ostomy ONLY (no biopsy)"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",05,6,"Exploratory ONLY and incisional or needle biopsy of primary"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",06,7,"Bypass surgery and incisional or needle biopsy of primary si"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",07,8,"Noncancer-directed surgery, NOS"
21942-8,"Non cancer directed surgery summary",NAACCR_ID,1350,LL90-2,"CR_1350_Non CDS summary",09,9,"Unknown if noncancer-directed surgery done"
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",0,1,None
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",1,2,"Beam Radiation"
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",2,3,"Radioactive Implants"
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",3,4,Radioisotopes
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",4,5,"Beam Rad + 2 or 3"
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",5,7,"Radiatio, NOS"
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",7,8,Refused
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",8,9,"Radiation Recommend"
21943-6,"Radiation Rx",NAACCR_ID,1360,LL91-0,"CR_1360_Radiation summary",9,10,"Unknown if Administered"
21944-4,"Lung & leukemia CNS radiation status",NAACCR_ID,1370,LL92-8,"CR_1370_Lung-leukemia radiation",9,0,"Unknown if Administered"
21944-4,"Lung & leukemia CNS radiation status",NAACCR_ID,1370,LL92-8,"CR_1370_Lung-leukemia radiation",0,1,"None to Brain / CNS"
21944-4,"Lung & leukemia CNS radiation status",NAACCR_ID,1370,LL92-8,"CR_1370_Lung-leukemia radiation",1,7,Radiation
21944-4,"Lung & leukemia CNS radiation status",NAACCR_ID,1370,LL92-8,"CR_1370_Lung-leukemia radiation",7,8,Refused
21944-4,"Lung & leukemia CNS radiation status",NAACCR_ID,1370,LL92-8,"CR_1370_Lung-leukemia radiation",8,9,"Radiation Recommended"
21945-1,"Surgery-radiation sequence",NAACCR_ID,1380,LL93-6,"CR_1380_Radiation sequence",0,2,"No Rad &/or CA-dir Surg"
21945-1,"Surgery-radiation sequence",NAACCR_ID,1380,LL93-6,"CR_1380_Radiation sequence",2,3,"Rad Before Surgery"
21945-1,"Surgery-radiation sequence",NAACCR_ID,1380,LL93-6,"CR_1380_Radiation sequence",3,4,"Rad After Surgery"
21945-1,"Surgery-radiation sequence",NAACCR_ID,1380,LL93-6,"CR_1380_Radiation sequence",4,5,"Rad Before & After Surgery"
21945-1,"Surgery-radiation sequence",NAACCR_ID,1380,LL93-6,"CR_1380_Radiation sequence",5,6,"Interoperative Radiation"
21945-1,"Surgery-radiation sequence",NAACCR_ID,1380,LL93-6,"CR_1380_Radiation sequence",6,7,"Interop + before or after"
21945-1,"Surgery-radiation sequence",NAACCR_ID,1380,LL93-6,"CR_1380_Radiation sequence",9,8,"Sequence Unknown"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,00,1,None
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,01,2,"Chemotherapy, NOS"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,02,3,"Chemo - Single Agent"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,03,4,"Chemo - Multiple Agent"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,82,5,"Not Recommended"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,85,6,"Patient Died Before Therapy"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,86,7,"Not Administered, Unknown Reason"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,87,8,Refused
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,88,9,"Chem recommended"
21946-9,"Chemotherapy Rx",NAACCR_ID,1390,LL94-4,CR_1390_Chemo,99,10,"Unknown, Death Cert Only"
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",00,1,None
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",01,2,Hormones
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",82,3,Contraindicated
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",85,4,"Patient Died Before Therapy"
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",86,5,"Hormones Recommended but Not Administered; Unknown Reason"
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",87,6,Refused
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",88,7,"Hormone Rx Recommended"
21947-7,"Hormone Rx",NAACCR_ID,1400,LL96-9,"CR_1400_Hormone treatment",99,8,"Unknown, Death Cert Only"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",0,1,None
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",85,2,"Immunotherapy was not administered because the patient died prior to planned or recommended therapy"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",88,3,"Immunotherapy was recommended, but it is unknown if it was administered"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",87,4,"Immunotherapy was recommended by the physician, but was refused by patient/family member/guardian"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",82,5,"Immunotherapy not recommended/administered due to patient risks (comorbid conditions, advanced age)"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",01,6,"Immunotherapy administered as first-course therapy"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",86,7,"Immunotherapy was recommended by the physician, but was not administered; no reason was stated"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",6,8,"Combination of 1 and any 2, 3, 4, or 5"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",1,9,"Biological response modifier (BRM)"
21948-5,"Biological response modifier Rx",NAACCR_ID,1410,LL98-5,"CR_1410_BRM treatment",4,10,"Bone marrow transplant, NOS"
