CODE_SYSTEM,CODE_VALUE,LOINC_NUM,COMPONENT,DisplayName,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,AnswerListId,ANSWER_LIST_TYPE,EXAMPLE_UNITS,UnitsAndRange,LONG_COMMON_NAME,DefinitionDescription
NAACCR_ID,1693,42051-3,"3rd course treatment.chemotherapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","3rd course chemotherapy Cancer Rx","Codes for the type of chemotherapy given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Chemotherapy, 1998 ROADS Manual, p. 228... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1694,42052-1,"3rd course treatment.hormonal therapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","3rd course hormonal therapy Cancer Rx","Codes for the type of hormonal therapy given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Hormone Therapy, 1998 ROADS Manual, p. 238... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1695,42053-9,"3rd course treatment.biological response modifier therapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","3rd course biological response modifier therapy Cancer Rx","Codes for the type of biological response modifier therapy given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Immunotherapy, 1998 ROADS Manual, p. 243.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1696,42054-7,"3rd course treatment.other therapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","3rd course other therapy Cancer Rx","Codes for the type of other treatment given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Other Treatment, 1998 ROADS Manual, p. 246... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1711,42055-4,"4th course treatment.surgery","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","4th course Surgery Cancer Rx","Codes for the type of primary site surgery given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Surgery of Primary Site, 1998 ROADS Manual, p. 187... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1712,42056-2,"4th course treatment.radiation","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","4th course radiation Cancer Rx","Codes for the type of radiation given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Radiation, 1998 ROADS Manual, p. 199... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1713,42057-0,"4th course treatment.chemotherapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","4th course chemotherapy Cancer Rx","Codes for the type of chemotherapy given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Chemotherapy, 1998 ROADS Manual, p. 228... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1714,42058-8,"4th course treatment.hormonal therapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","4th course hormonal therapy Cancer Rx","Codes for the type of hormonal therapy given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Hormone Therapy, 1998 ROADS Manual, p. 238... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1715,42059-6,"4th course treatment.biological response modifier therapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","4th course biological response modifier therapy Cancer Rx","Codes for the type of biological response modifier therapy given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Immunotherapy, 1998 ROADS Manual, p. 243.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1716,42060-4,"4th course treatment.other therapy","",Prid,Pt,"Subsequent cancer Rx",Nom,"","","","","","4th course other therapy Cancer Rx","Codes for the type of other treatment given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Other Treatment, 1998 ROADS Manual, p. 246... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1741,21974-1,"Surgery reconstruction","",Prid,Pt,"Subsequent cancer Rx",Nom,"",LL452-4,NORMATIVE,"","","Surgery reconstruction Cancer Rx","Code for surgical procedure done to reconstruct, restore, or improve shape and appearance or function of body structures that are missing, defective, damaged, or misshapen by cancer or therapies. Reconstructive/restorative procedures are coded here when started after the first course of therapy. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. For reconstructive/restorative procedures started during the first course of therapy, see RX Summ--Reconstruct 1st [1330]. See also RX Summ--Surgery Type [1640]... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1750,21975-8,"Date last contact","",Date,Pt,^Patient,Qn,"","","",MMDDYY,"","Date last contact","Date of last contact with the patient, or date of death. If the patient has multiple tumors, Date of Last Contact should be the same for all tumors. See page 81 for date format.

Used for Date of Last Contact from active or passive follow-up. Used to record date of death... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1751,59520-7,"Flag for Date last contact not populated","",-,Pt,Cancer.XXX,-,"",LL920-0,NORMATIVE,"","","Flag for Date last contact not populated","This flag explains why there is no appropriate value in the corresponding date field, Date of Last Contact [1750]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1755,53719-1,"Date of death - Canada","",TmStp,Pt,^Patient,Qn,"",LL612-3,NORMATIVE,"","","Date of death - Canada","This field is used by the Canadian provinces/territories to record the patient's date of death."
NAACCR_ID,1756,59515-7,"Flag for Date of death - Canada not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL921-8,NORMATIVE,"","","Flag for Date of death - Canada not populated","This flag explains why there is no appropriate value in the corresponding date field, Date of Death-Canada [1755]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1760,31210-8,"Vital status","",Type,Pt,^Patient,Nom,NAACCR,LL130-6,NORMATIVE,"","","Vital status NAACCR","Vital status of the patient as of the date entered in Date of Last Contact [1750]. If the patient has multiple tumors, vital status should be the same for all tumors... NAACCR Data Standards and Data Dictionary Version 11."
NAACCR_ID,1770,21976-6,"Cancer outcome status","",Type,Pt,Cancer.XXX,Nom,"",LL131-4,NORMATIVE,"","","Cancer outcome status","Records the presence or absence of clinical evidence of the patient's malignant or non-malignant tumor as of the Date of Last Contact [1750]. If the patient has multiple primaries, the values may be different for each primary.

Hospitals use this field to compute survival analysis (disease-free intervals). By maintaining this data item, central registries can assist hospital registries by sharing this information with other hospital registries that serve the same patients, if the state's privacy laws so permit... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1780,21977-4,"Survival quality","",Type,Pt,Cancer.XXX,Nom,"",LL132-2,NORMATIVE,"","","Survival quality Cancer","Records patient's ability to carry on the activities of daily living at the date of last contact... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1790,21978-2,"Source of follow-up information","",Type,Pt,Cancer.XXX,Nom,"",LL133-0,NORMATIVE,"","","Source of follow-up information Cancer","Records the source from which the latest follow-up information was obtained.

For registries performing follow-up, this field helps evaluate the success rates of various methods of follow-up. It also can be used to report to institutions the source of follow-up information that is sent to them. When there is a conflict in follow-up information, knowing the source can help resolve the inconsistency... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1791,42061-2,"Follow-up source","",Prid,Pt,"Cancer registry",Nom,"","","","","","Follow-up source Cancer registry","This field is created by the central registry. It records the source from which the consolidated information was obtained on a patient's vital status and date of last contact. Follow-up Source Central would be updated when new or more reliable information becomes available. However, when the existing date of last contact/vital status is deemed to be more reliable than newly obtained information, then neither the date of last contact/vital status nor the follow-up source central would be changed.

For central registries performing follow-up, this field could help evaluate the success rates of various methods of follow-up. When new follow-up information conflicts with the existing information, knowing the follow-up source can help resolve any discrepancies. Because follow-up information includes follow-up address and cancer status as well as date of last contact/vital status, and may come from different sources, it is important to note that Follow-up Source Central refers to the two fields, date of last contact and vital status.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1800,21979-0,"Planned &or next follow-up","",Type,Pt,^Patient,Nom,"",LL135-5,NORMATIVE,"","","Planned/next follow-up","Identifies the method planned for the next follow-up... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1840,42062-0,County--current,"",Prid,Pt,Cancer.XXX,Nom,"",LL138-9,NORMATIVE,"","","County--current Cancer","Code for county of patient's current residence. See Chapter V, Unresolved Issues, for further discussion. 

Note: This item was used by COC only. COC recommended use of FIPS codes (see Appendix A). The ROADS Manual also provided for use of geocodes for countries of residence outside the United States and Canada to be used in the county fields.

This item may be used in administrative reports to define a referral area.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1850,21980-8,"Other follow-up method","",Type,Pt,^Patient,Nar,"","","","","","Other follow-up method Narrative","User-defined numeric codes used to flag cases that need unusual follow-up methods... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1860,21981-6,"Recurrence date","",Date,Episode^frst,Cancer.XXX,Qn,"","","",MMDDYY,"","Recurrence date first episode Cancer","The date of the first recurrence of this tumor. See page 81 for date format... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1861,59545-4,"Flag for Recurrence date not populated","",Prid,Episode^frst,Cancer.XXX,Nom,"",LL932-5,NORMATIVE,"","","Flag for Recurrence date not populated first episode Cancer","This flag explains why there is no appropriate value in the corresponding date field, Recurrence Date-1st [1860]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,1870,21982-4,"Recurrence distant site(s)","",Anat,Episode^frst,Cancer.XXX,Nom,"",LL455-7,NORMATIVE,"","","Recurrence distant site(s) first episode Cancer","The NAACCR UDSC approved to retire this data item in Version 9.1. The subfields are not retired.

Subfields
Recurrence Distant Site 1 [1871]
Recurrence Distant Site 2 [1872]
Recurrence Distant Site 3 [1873].. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1871,42063-8,"Recurrence distant site 1","",Anat,Pt,Cancer.XXX,Nom,"",LL141-3,NORMATIVE,"","","Recurrence distant site 1 Cancer","Code for the distant site or sites in which the tumor has recurred... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1872,42064-6,"Recurrence distant site 2","",Prid,Pt,Cancer.XXX,Nom,"",LL141-3,NORMATIVE,"","","Recurrence distant site 2 Cancer","Code for the distant site or sites in which the tumor has recurred... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1873,42065-3,"Recurrence distant site 3","",Prid,Pt,Cancer.XXX,Nom,"",LL141-3,NORMATIVE,"","","Recurrence distant site 3 Cancer","Code for the distant site or sites in which the tumor has recurred... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1880,21983-2,"Recurrence type","",Type,Episode^frst,Cancer.XXX,Nom,"",LL144-7,NORMATIVE,"","","Recurrence type first episode Cancer","Code for the type of first recurrence after a period of documented disease free intermission or remission... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1910,21984-0,"Cause of death","",Prid,Pt,^Patient,Nom,"",LL147-0,NORMATIVE,"","","Deprecated Cause of death","Official cause of death as coded from the death certificate in valid ICD-7, ICD-8, ICD-9, and ICD-10 codes.

Cause of death is used for calculation of adjusted survival rates by the life table method. The adjustment corrects for deaths other than from the diagnosed cancer... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1920,21985-7,"ICD revision number","",ID,Pt,"Cause of death",Nom,"",LL148-8,NORMATIVE,"","","ICD revision number [Identifier] Cause of death","Indicator for the coding scheme used to code the cause of death... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1930,21986-5,"Autopsy status","",Type,Pt,^Patient,Nom,"",LL149-6,NORMATIVE,"","","Autopsy status","Code indicating whether or not an autopsy was performed... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1940,21987-3,"Geographic place of death","",Type,Pt,^Patient,Nom,"",LL150-4,NORMATIVE,"","","Geographic place of death","State or country where the patient died and where certificate of death is filed.

This field also helps carry out death clearance. When a hospital reports a place of death, the information can help in death certificate matching. It can also signal an out-of-state death for which the death certificate is to be requested... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1960,21988-1,Site.ICD-O-1,"",Anat,Pt,Cancer.XXX,Nom,"","","","","","Site.ICD-O-1 Cancer","Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1970,21989-9,Morphology.ICD-O-1,"",Prid,Pt,Cancer.XXX,Nom,"","","","","","Morphology.ICD-O-1 Cancer","The name for a group of subfields describing the type and behavior of the tumor being reported using ICD-O-1 codes.

Group names appear only in the data dictionary and Appendix E.

Subfields
Histology (73-91) ICD-O-1 [1971]
Behavior (73-91) ICD-O-1 [1972]
Grade (73-91) ICD-O-1 [1973].. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1971,42066-1,"Histology ICD-O-1","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Histology ICD-O-1 Cancer","Area for retaining the histology portion (4 digits) of the ICD-O-1 or field trial morphology codes entered before a conversion to ICD-O-2. See grouped data item Morph (73-91) ICD-O-1 [1970], in Appendix E. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1972,42632-0,"Grade ICD-O-1","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Grade ICD-O-1 Cancer","Area for retaining behavior portion (1 digit) of the ICD-O-1 or field trial morphology codes entered before a conversion to ICD-O-2. See grouped data item Morph (73-91) ICD-O-1 [1970] in Appendix E. The item name includes years 73-91. However, some states may have used the codes for cases before 1973. It is a subfield of the morphology code.... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1980,21990-7,"ICD-O-1 to ICD-O-2 conversion method","",Type,Pt,Cancer.XXX,Nom,"",LL151-2,NORMATIVE,"","","ICD-O-1 to ICD-O-2 conversion method","Code specifying how the conversion of site and morphology codes from ICD-O-1 and the field trial editions to ICD-O-2 was accomplished. The item names include years 1973-91. However, some states may have used the codes for tumors before 1973. The code also covers morphology conversions from ICD-O-3 to ICD-O-2... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1981,42067-9,"Stage.summary & regional lymph nodes positive override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Summary stage and regional lymph nodes positive override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software: Summary Stage, Regional Nodes Pos (NAACCR) Summary Stage 2000, Regional Nodes Pos (NAACCR)

Some edits check for code combinations that are possible, but quite rare. If the code combination generates an error message and review of the case indicates that the codes are correct for the case, then the over-ride flag is used to skip the edit in the future. See Chapter IV, Recommended Data Edits and Software Coordination of Standards. 

Over-ride Flag as Used in the EDITS Software Package The edit SS/NodesPos checks Summary Stage against the Regional Nodes Positive and generates an error if there is an incompatibility between the two data items. 

Instructions for Coding Leave blank if the program does not generate an error message for the edit SS/Nodes Positive. Code 1 if the case has been reviewed and it has been verified that the case has both SEER Summary Stage and Nodes Positive coded correctly
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1982,42068-7,"Stage.summary & TNM-N override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Summary stage and TNM-N override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:
Summary Stage, TNM-N (NAACCR) 
Summary Stage 2000, TNM-N (NAACCR).. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1983,42069-5,"Stage.summary & TNM-M override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Summary stage and TNM-M override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:
Summary Stage, TNM-M (NAACCR) 
Summary Stage 2000, TNM-M (NAACCR).. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1984,42070-3,"Stage.summary & distant metastasis 1 override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Summary stage and distant metastasis 1 override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:
Summary Stage, Site Dist Met 1 (NAACCR) 
Summary Stage 2000, Site Dist Met 1 (NAACCR).. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1985,42071-1,"Accession number & class of case & sequence number override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Accession number and class of case and sequence number override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edit in the NAACCR Metafile of the EDITS software: 
Accession Number, Class of Case, Seq Number (COC)... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1986,42072-9,"Hospital sequence number & diagnostic confirmation override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Hospital sequence number and diagnostic confirmation override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edit in the NAACCR Metafile of the EDITS software:
Diagnostic Confirm, Seq Num--Hosp (COC).. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1987,42073-7,"COC site & type override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Commission on Cancer (COC) site and type override flag","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:
Primary Site, Morphology-Type Check (COC) 
Primary Site, Morphology-Type ICDO3 (COC).. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1988,42074-5,"Hospital sequence & site override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Hospital sequence and site override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:
Seq Num--Hosp, Primary Site, Morph (COC)
Seq Num--Hosp, Primary Site, Morph ICDO3(COC).. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1989,42075-2,"Primary site & TNM-stage group override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Primary site and TNM-stage group override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. 

This over-ride is used with the following edit in the NAACCR Metafile of the EDITS software:
Primary Site, AJCC Stage Group - Edition 6 (COC).. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,1990,21991-5,"Age&site&morphology override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Age and Site and Morphology override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software: Age, Primary Site, Morphology (SEER IF15) Age, Primary Site, Morph ICDO3 --Adult (SEER) Age, Primary Site, Morph ICDO3--Pediatric (NPCR)

Some edits check for code combinations that are possible, but quite rare. If the code combination generates an error message and review of the case indicates that the codes are correct for the case, then the over-ride flag is used to skip the edit in the future. See Chapter IV, Recommended Data Edits and Software Coordination of Standards. Over-ride Flag as Used in the EDITS Software Package Some cancers occur almost exclusively in certain age groups. Edits of the type Age, Primary Site, Morphology require review if a site/morphology combination occurs in an age group for which it is extremely rare. The edit Age, Primary Site, Morph ICDO3--Adult (SEER) edits cases with an Age at Diagnosis of 15 and older. The edit Age, Primary Site, Morph ICDO3--Pediatric (NPCR) edits cases with an Age at Diagnosis of less than 15. The ICD-O-2 version of the edit is Age, Primary Site, Morphology (SEER IF15) and contains logic for all ages. Instructions for Coding Leave blank if the program does not generate an error message for the edit Age, Primary Site, Morphology, the edit Age, Primary Site, Morph ICDO3--Adult, or the edit Age, Primary Site, Morph ICDO3--Pediatric. Leave blank and correct any errors for the case if an item is discovered to be incorrect. Code 1 as indicated if review of items in the error or warning message confirms that all are correct... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2000,21992-3,"Sequence number&diagnosis confirm override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Sequence numberanddiagnosis confirm override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software: Diagnostic Confirm, Seq Num--Central (NAACCR IF23) Diagnostic Confirm, Seq Num--Central (SEER IF23)

Some edits check for code combinations that are impossible, but quite rare. If the code combination generates an error message and review of the case indicates that the codes are correct for the case, then the over-ride flag is used to skip the edit in the future. See Chapter IV, Recommended Data Edits and Software Coordination of Standards. Over-ride Flag as Used in the EDITS Software Package The edit checks if the case is one of multiple primaries and is not microscopically confirmed or has only positive lab test/marker studies (i.e., diagnostic confirmation >5) and tumor sequence number >00 (more than one primary). The edit is skipped if the sequence number is in the range of 60-99. Instructions for Coding Leave blank if the program does not generate an error message for the Diagnostic Confirmation and Sequence Number Central edit. Code 1 if the cases have been reviewed and it is verified that there are multiple primaries of special sites in which at least one diagnosis has not been microscopically confirmed... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2010,21993-1,"Site&laterality&sequence number override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Site and laterality and sequence number override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following Interrecord Edit from the SEER Program: Verify Same Primary Not Reported Twice for a Person (SEER IR09) Presently, documentation on interrecord edits is not included in the EDITS software.

Some edits check for code combinations that are possible, but quite rare. If the code combination generates an error message and review of the case indicates that the codes are correct for the case, then the over-ride flag is used to skip the edit in the future. See Chapter IV, Recommended Data Edits and Software Coordination of Standards. Over-ride Flag as Used in the EDITS Software Package Edits of the type Site/Lat/SeqNo applies to paired organs and does not allow two cases with the same primary site group, laterality and three digit histology code. This edit verifies that the same primary is not reported twice for a person. Instructions for Coding Leave blank if the program does not generate an error message for the edit Site/Laterality/EOD. Code 1 if the case has been reviewed and it has been verified that the patient had multiple primaries of the same histology (3 digit) in the same primary site group... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2020,21994-9,"Surgery&diagnosis confirm override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Surgery and diagnosis confirm override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software: RX Summ--Surg Prim Site, Diag Conf (NAACCR IF76) RX Summ--Surg Prim Site, Diag Conf (SEER IF76) RX Summ--Surgery Type, Diag Conf (SEER IF46)

Some edits check for code combinations that are possible, but quite rare. If the code combination generates an error message and review of the case indicates that the codes are correct for the case, then the over-ride flag is used to skip the edit in the future. See Chapter IV, Recommended Data Edits and Software Coordination of Standards. Over-ride Flag as Used in the EDITS Software Package Edits of the type RX Summ--Surg Prim Site, Diag Conf check that cases with a primary site surgical procedure coded 20-90 are histologically confirmed. If the patient had a surgical procedure, most likely there was a microscopic examination of the cancer. Verify the surgery and diagnostic confirmation codes, and correct any errors. Sometimes there are valid reasons why no microscopic confirmation is achieved with the surgery; for example, the tissue removed may be inadequate for evaluation. Instructions for Coding Leave blank if the program does not generate an error message for edits of the type, RX Summ--Surg Prim Site, Diag Conf. Leave blank and correct any errors for the case if an item is discovered to be incorrect. Code 1 if review of the Surgery of Primary Site and Diagnostic Confirmation confirms that they are correct. The patient had surgery, but the tissue removed was not sufficient for microscopic confirmation... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2030,21995-6,"Site&type override flag","",Arb,Pt,"Cancer case.XXX",Ord,"",LL152-0,NORMATIVE,"","","Siteandtype override flag Cancer case","Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software: Primary Site, Morphology-Type Check (SEER IF25) Primary Site, Morphology-Type Check ICDO3 (SEER IF25)

Some edits check for code combinations that are possible, but quite rare. If the code combination generates an error message and review of the case indicates that the codes are correct for the case then the over-ride flag is used to skip the edit in the future. See Chapter IV, Recommended Data Edits and Software Coordination of Standards. Over-ride Flag as Used in the EDITS Software Package Multiple versions of edits of the type Primary site, Morphology-Type check for ""usual"" combinations of site and ICD-O-2 or ICD-O-3 histology. The SEER version of the edit is more restrictive than the COC edit, and thus uses a different over-ride flag. The COC version of the edit will accept Over-ride COC-Site/Type or Over-ride Site/Type as equivalent. The Site/Histology validation list (available on the SEER web site) contains those histologies commonly found in the specified primary site. Histologies that occur only rarely or never are not included. These edits require review of all combinations not listed. Since basal and squamous cell carcinomas of non-genital skin sites are not reportable to SEER, these site/histology combinations do not appear on the SEER validation list. For the COC version of the edit, if Primary Site is in the rage C440-C449 (skin), and Histologic Type ICD-O-3 is in the range 8000-8005 (neoplasms, malignant, NOS), 8010-8046 (epithelial carcinomas), 8050-8084 (papillary and squamous cell carcinomas), or 8090-8110 (basal cell carcinomas), no further editing is done. No over-ride is necessary for these cases in the COC version of the edit. Review of these cases requires investigating whether a) the combination is biologically implausible, or b) there are cancer registry coding conventions that would dictate different codes for the diagnosis. Review of these rare combinations often results in changes to the primary site and/or morphology, rather than a decision that the combination is correct. Instructions for Coding Leave blank if the program does not generate an error message for the edit Primary Site, Morphology-Type Check (SEER IF25) and/or the edit Primary Site, Morphology-Type ICDO3 (SEERIF25). Leave blank and correct any errors for the case if an item is discovered to be incorrect. Code 1 if the case has been reviewed and both the site and histology are correct... NAACCR Data Standards and Data Dictionary Version 11"
