item,xmlId,parentTag,description
3754,overRideCs5,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct."
3755,overRideCs6,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct."
3756,overRideCs7,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct."
3757,overRideCs8,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct."
3758,overRideCs9,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct."
2040,overRideHistology,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:       Diagnostic Confirmation, Behavior ICDO2 (SEER IF31)      Diagnostic Confirmation, Behavior ICDO3 (SEER IF31)      Morph (1973-91) ICD-O-1 (SEER MORPH)      Morphology--Type/Behavior ICDO2 (SEER MORPH)      Morphology--Type/Behavior ICDO3 (SEER MORPH) "
1986,overRideHospseqDxconf,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edit in the NAACCR Metafile of the EDITS software:      Diagnostic Confirm, Seq Num--Hosp (CoC)  "
1988,overRideHospseqSite,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Seq Num--Hosp, Primary Site, Morph ICDO2 (CoC)      Seq Num--Hosp, Primary Site, Morph ICDO3 (CoC) "
2060,overRideIllDefineSite,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:       Seq Num--Central, Prim Site, Morph ICDO2 (SEER IF22)      Seq Num--Central, Prim Site, Morph ICDO3 (SEER IF22)  "
2070,overRideLeukLymphoma,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Diagnostic Confirmation, Histology ICDO2 (SEER IF48)      Diagnostic Confirmation, Histology ICDO3 (SEER IF48)  "
2078,overRideNameSex,Patient,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct.This over-ride is used with the following edit in the NAACCR Metafile of the EDITS software:Sex, Name-First, Date of Birth (NAACCR)"
2050,overRideReportSource,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:       Type of Rep Srce(DC), Seq Num--Cent, ICDO2 (SEER IF04)      Type of Rep Srce(DC), Seq Num--Cent, ICDO3 (SEER IF04)   "
2000,overRideSeqnoDxconf,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Diagnostic Confirm, Seq Num--Central (SEER IF23) "
2071,overRideSiteBehavior,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Primary Site, Behavior Code ICDO2 (SEER IF39)      Primary Site, Behavior Code ICDO3 (SEER IF39) "
2072,overRideSiteEodDxDt,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Primary Site, EOD, ICDO2 (SEER IF40)       Primary Site, EOD, ICDO3 (SEER IF40)      Primary Site, CS Extension (SEER IF 176)  "
2073,overRideSiteLatEod,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct.   This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Primary Site, Laterality, EOD, ICDO2 (SEER IF41)       Primary Site, Laterality, EOD, ICDO3 (SEER IF41)      Primary Site, Laterality, CS Extension (SEER IF177)  "
2074,overRideSiteLatMorph,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Laterality, Primary Site, Morph ICDO2 (SEER IF42)      Laterality, Primary Site, Morph ICDO3 (SEER IF42)  "
2010,overRideSiteLatSeqno,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following Interrecord Edit from the SEER Program:          Verify Same Primary Not Reported Twice for a Person (SEER IR09)Presently, documentation on interrecord edits is not included in the EDITS software. "
1989,overRideSiteTnmStggrp,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:          Primary Site, AJCC Stage Group - Ed 6, (NAACCR)           Primary Site, AJCC Stage Group - Ed 6, ICDO3 (CoC)           Primary Site, AJCC Stage Group - Ed 7, ICDO3 (CoC)           Primary Site, AJCC Stage Group - Ed 7, ICDO3 (NPCR)  "
2030,overRideSiteType,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Primary Site, Morphology-Type ICDO2 (CoC)      Primary Site, Morphology-Type ICDO3 (CoC)      Primary Site, Morphology-Type ICDO2 (SEER IF25)      Primary Site, Morphology-Type ICDO3 (SEER IF25)      Primary Site, Morphology-Type, Behavior ICDO3 (SEER IF25)      Primary Site, Morphology-Type, Behavior ICDO3 (CoC)  "
1984,,,"The NAACCR UDSC retired this data item in Version 12, as of January 1, 2010."
1981,overRideSsNodespos,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Summary Stage 1977, Regional Nodes Pos (NAACCR)      Summary Stage 2000, Regional Nodes Pos (NAACCR) "
1983,overRideSsTnmM,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Summary Stage 1977, TNM-M (NAACCR)       Summary Stage 2000, TNM-M (NAACCR) "
1982,overRideSsTnmN,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      Summary Stage 1977, TNM-N (NAACCR)       Summary Stage 2000, TNM-N (NAACCR) "
2020,overRideSurgDxconf,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct. This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:      RX Summ--Surg Prim Site, Diag Conf (SEER IF76)      RX Summ--Surg Site 98-02, Diag Conf (SEER IF106)      RX Summ--Surgery Type, Diag Conf (SEER IF46) "
1994,overRideTnm3,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct."
1992,overRideTnmStage,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct.This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:Primary Site, TNM Clin Stage Valid A- Ed 7 (CoC)Primary Site, TNM Clin Stage Valid B- Ed 7 (CoC)Primary Site, TNM Path Stage Valid A- Ed 7 (CoC)Primary Site, TNM Path Stage Valid B- Ed 7 (CoC)These edits check T, N, and M combinations against stage group. Adding this over-ride allows the edit to pass when combinations of T, N, and M are entered that are not included in the stage tables used with the edits.  "
1993,overRideTnmTis,Tumor,"Some computer edits identify errors. Others indicate possible errors that require manual review for resolution. To eliminate the need to review the same cases repeatedly, over-ride flags have been developed to indicate that data in a record (or records) have been reviewed and, while unusual, are correct.This over-ride is used with the following edits in the NAACCR Metafile of the EDITS software:TNM Clin T, N, M, In Situ (CoC)TNM Path T, N, M, In Situ (CoC)If the patient has a T value indicating in situ/ noninvasive, this edit verifies that the N, M, and stage group reflect in situ/noninvasive disease. However, there are certain circumstances where AJCC does allow a T value indicating in situ/noninvasive and N, M, and/or stage group that indicates invasive disease. An over-ride is required to accommodate these situations. "
3260,,,"This data item was published in 
FORDS but later withdrawn by CoC and never implemented. The NAACCR UDSC retired this data item in Version 10.1, as of January 1, 2004."
7320,pathDateSpecCollect1,Tumor,"Records the date and time the specimen for the report on the cancer  was collected, not the date read, interpreted or typed.  This is a field to record when specimens are collected; can be used as approximate date of diagnosis in absence of other information. HL7 OBR-7 records the date and time (YYYYMMDDHHMMSS). NAACCR records the date (YYYYMMDD).  This data item accommodates only one path report. If additional reports were prepared, enter the date specimen collected in Path Date Spec Collect 2 through Path Date Spec Collect 5 [7321 - 7324]. Information in this data item should refer to the path report described in data items 7010, 7090, 7100, 7190 and 7480."
7321,pathDateSpecCollect2,Tumor,"Records the date and time the specimen for the report on the cancer was collected, not the date read, interpreted or typed.  This data item accommodates only one path report; if additional path reports were prepared, enter the date the specimen was collected in Path Date Spec Collect No 3 through Path Date Spec Collect No 5 [7322-7324]. Information in this data item should refer to the path report described in data items 7011, 7091, 7101, 7191, and 7481.  This is a field to record when specimens are collected; can be used as approximate date of diagnosis in absence of other information. HL7 OBR-7 records the date and time (YYYYMMDDHHMMSS). NAACCR records the date (YYYYMMDD).     "
7322,pathDateSpecCollect3,Tumor,"Records the date and time the specimen for the report on the cancer was collected, not the date read, interpreted or typed.   This is a field to record when specimens are collected; can be used as approximate date of diagnosis in absence of other information. HL7 OBR-7 records the date and time (YYYYMMDDHHMMSS). NAACCR records the date (YYYYMMDD).      This data item accommodates only one path report; if additional path reports were prepared, enter the date the specimen was collected in Path Date Spec Collect No 4 through Path Date Spec Collect No 5 [7323-7324]. Information in this data item should refer to the path report described in data items 7012, 7092, 7102, 7192, and 7482. "
7323,pathDateSpecCollect4,Tumor,"Records the date and time the specimen for the report on the cancer was collected, not the date read, interpreted or typed.   This is a field to record when specimens are collected; can be used as approximate date of diagnosis in absence of other information. HL7 OBR-7 records the date and time (YYYYMMDDHHMMSS). NAACCR records the date (YYYYMMDD).          This data item accommodates only one path report; if additional path reports were prepared, enter the date the specimen was collected in Path Date Spec Collect No 5 [7324]. Information in this data item should refer to the path report described in data items 7013, 7093, 7103, 7193, and 7483. "
7324,pathDateSpecCollect5,Tumor,"Records the date and time the specimen for the report on the cancer was collected, not the date read, interpreted or typed.   This is a field to record when specimens are collected; can be used as approximate date of diagnosis in absence of other information. HL7 OBR-7 records the date and time (YYYYMMDDHHMMSS). NAACCR records the date (YYYYMMDD).      This data item accommodates only one path report. Information in this data item should refer to the path report described in data items 7014, 7094, 7104, 7194, and 7484. "
7100,pathOrderPhysLicNo1,Tumor,"License number of physician submitting specimens for the first path report. This data item accommodates only one path report. If additional reports were prepared, enter the license number of physician in Path Order Phys Lic No 2 through Path Order Phys Lic No 5 [7101-7104]. Information in this data item should refer to the path report described in data items 7010, 7090, 7190, 7320, and 7480. "
7101,pathOrderPhysLicNo2,Tumor,"License number of physician submitting specimens for the second path report. This data item accommodates only one path report; if additional path reports were prepared, enter the license number of physician in Path Order Phys Lic No 3 through Path Order Phys Lic No 5 [7102-7104]. Information in this data item should refer to the path report described in data items 7011, 7091, 7191, 7321, and 7481. "
7102,pathOrderPhysLicNo3,Tumor,"License number of physician submitting specimens for the third path report. This item accommodates only one path report; if additional path reports were prepared, enter the license number of physician in Path Order Phys Lic No 4 through Path Order Phys Lic No 5 [7103-7104]. Information in this data item should refer to the path report described in data items 7012, 7022, 7192, 7322, and 7482. "
7103,pathOrderPhysLicNo4,Tumor,"License number of physician submitting specimens for the fourth path report. This data item accommodates only one path report; if an additional path report was prepared, enter the license number of physician in Path Order Phys Lic No 5 [7104]. Information in this data item should refer to the path report described in data items 7013, 7023, 7193, 7323, and 7483. "
7104,pathOrderPhysLicNo5,Tumor,"License number of physician submitting specimens for the fifth path report. Information in this data item should refer to the path report described in data items 7014, 7024, 7194, 7324, and 7484. "
7190,pathOrderingFacNo1,Tumor,"Facility ID number of the facility where the specimen described in the first path report was removed/collected. Use the National Provider Identifier (NPI) if possible. Otherwise, use a number defined by the American Hospital Association (AHA), or some other standard-setting organization such as the American College of Surgeons (ACoS) or Clinical Laboratory Improvement Amendments (CLIA). This item accommodates only one path report; if additional path reports were prepared, enter the facility ID number(s) in Path Ordering Fac No 2 through Path Ordering Fac No 5 [7191-7194]. Information in this data item should refer to the path report described in data items 7010, 7090, 7100, 7320, and 7480. "
7191,pathOrderingFacNo2,Tumor,"Facility ID number of the facility where the specimen described in the second path report was removed/collected. Use the National Provider Identifier (NPI) if possible. Otherwise, use a number defined by the American Hospital Association (AHA), or some other standard-setting organization such as the American College of Surgeons (ACoS) or Clinical Laboratory Improvement Amendments (CLIA).This item accommodates only one path report; if additional path reports were prepared, enter the facility ID number(s) in Path Ordering Fac No 3 through Path Ordering Fac No 5 [7192-7194]. Information in this data item should refer to the path report described in data items 7011, 7091, 7101, 7321, and 7481. "
7192,pathOrderingFacNo3,Tumor,"Facility ID number of the facility where the specimen described in the third path report was removed/collected.Use the National Provider Identifier (NPI) if possible. Otherwise, use a number defined by the American Hospital Association (AHA), or some other standard-setting organization such as the American College of Surgeons (ACoS) or Clinical Laboratory Improvement Amendments (CLIA).This item accommodates only one path report; if additional path reports were prepared, enter the facility ID number(s) in Path Ordering Fac No 4 through Path Ordering Fac No 5 [7193-7194]. Information in this data item should refer to the path report described in data items 7012, 7092, 7102, 7322, and 7482. "
7193,pathOrderingFacNo4,Tumor,"Facility ID number of the facility where the specimen described in the fourth path report was removed/collected. Use the National Provider Identifier (NPI) if possible. Otherwise, use a number defined by the American Hospital Association (AHA), or some other standard-setting organization such as the American College of Surgeons (ACoS) or Clinical Laboratory Improvement Amendments (CLIA).This item accommodates only one path report; if an additional path report was prepared, enter the facility ID number in Path Ordering Fac No 5 [7194]. Information in this data item should refer to the path report described in data items 7013, 7093, 7103, 7323, and 7483.  "
7194,pathOrderingFacNo5,Tumor,"Facility ID number of the facility where the specimen described in the fifth path report was removed/collected. Use the National Provider Identifier (NPI) if possible. Otherwise, use a number defined by the American Hospital Association (AHA), or some other standard-setting organization such as the American College of Surgeons (ACoS) or Clinical Laboratory Improvement Amendments (CLIA).This item accommodates only one path report. Information in this data item should refer to the path report described in data items 7014, 7094, 7104, 7324, and 7484. "
7090,pathReportNumber1,Tumor,"Unique sequential number assigned by a laboratory to the first report for this case.This item accommodates only one path report. When information is available for more than one path report, enter the path report number(s) in Path Report No 2 through Path Report No 5 [7091-7094]. Information in this data item should refer to the path report described in data items 7010, 7100, 7190, 7320, and 7480.   Note: In some cases the HL7 field length as sent by the laboratory may be longer than 20. "
7091,pathReportNumber2,Tumor,"Unique sequential number assigned by a laboratory to the second report for this case.This item accommodates only one path report. When information is available for more than two path reports, enter the path report number(s) in Path Report No 3 through Path Report No 5 [7092-7094]. Information in this data item should refer to the path report described in data items 7011, 7101, 7191, 7321, and 7481.   Note: In some cases the HL7 field length as sent by the laboratory may be longer than 20. "
7092,pathReportNumber3,Tumor,"Unique sequential number assigned by a laboratory to the third report for this case.This item accommodates only one path report. When information is available for more than three path reports, enter the path report number(s) in Path Report No 4 through Path Report No 5 [7093-7094]. Information in this data item should refer to the path report described in data items 7012, 7102, 7192, 7322, and 7482.   Note: In some cases the HL7 field length as sent by the laboratory may be longer than 20. "
7093,pathReportNumber4,Tumor,"Unique sequential number assigned by a laboratory to the fourth report for this case.This item accommodates only one path report. When information is available for more than four path reports, enter the path report number in Path Report No 5 [7094]. Information in this data item should refer to the path report described in data items 7013, 7103, 7193, 7323, and 7483.   Note: In some cases the HL7 field length as sent by the laboratory may be longer than 20. "
7094,pathReportNumber5,Tumor,"Unique sequential number assigned by a laboratory to the fifth report for this case.This item accommodates only one path report. Information in this data item should refer to the path report described in data items 7014, 7104, 7194, 7324, and 7484.   Note: In some cases the HL7 field length as sent by the laboratory may be longer than 20. "
7480,pathReportType1,Tumor,"This field reflects the type of report transmitted to the cancer registry and may need to be classified at the central cancer registry.This data item accommodates information for only one path report. If additional path reports were prepared, enter the path report type(s) in Path Report Type 2 through Path Report Type 5 [7481-7484]. Information in this data item should refer to the path report described in data items 7010, 7100, 7090, 7190, and 7320. "
7481,pathReportType2,Tumor,"This field reflects the type of report transmitted to the cancer registry and may need to be classified at the central cancer registry.This data item accommodates information for only one path report. If additional path reports were prepared, enter the path report type(s) in Path Report Type 3 through Path Report Type 5 [7482-7484]. Information in this data item should refer to the path report described in data items 7011, 7101, 7091, 7191, and 7321. "
7482,pathReportType3,Tumor,"This field reflects the type of report transmitted to the cancer registry and may need to be classified at the central cancer registry.This data item accommodates information for only one path report. If additional path reports were prepared, enter the path report type(s) in Path Report Type 4 through Path Report Type 5 [7433-7484]. Information in this data item should refer to the path report described in data items 7012, 7102, 7092, 7192, and 7322. "
7483,pathReportType4,Tumor,"This field reflects the type of report transmitted to the cancer registry and may need to be classified at the central cancer registry.This data item accommodates information for only one path report. If an additional path report was prepared, enter the path report type in Path Report Path Report Type 5 [7484]. Information in this data item should refer to the path report described in data items 7013, 7103, 7093, 7193, and 7323. "
7484,pathReportType5,Tumor,"This field reflects the type of report transmitted to the cancer registry and may need to be classified at the central cancer registry.This data item accommodates information for only one path report. Information in this data item should refer to the path report described in data items 7014, 7104, 7094, 7194, and 7324. "
7010,pathReportingFacId1,Tumor,"An identifying code (for example, a CLIA number) that uniquely identifies the pathology facility sending the first report of the case.This data item accommodates information for only one path report. If additional path reports were prepared, enter the identifying code of pathology facility sending the report in Path Reporting Fac ID 2 through Path Reporting Fac ID 5 [7011-7014]. Information in this data item should refer to the path report described in data items 7100, 7090, 7190, 7320, and 7480. "
7011,pathReportingFacId2,Tumor,"An identifying code (for example, a CLIA number) that uniquely identifies the pathology facility sending the second report of the case.This data item accommodates information for only one path report. If additional path reports were prepared, enter the identifying code of pathology facility sending the report in Path Reporting Fac ID 3 through Path Reporting Fac ID 5 [7012-7014]. Information in this data item should refer to the path report described in data items 7101, 7091, 7191, 7321, and 7481. "
7012,pathReportingFacId3,Tumor,"An identifying code (for example, a CLIA number) that uniquely identifies the pathology facility sending the third report of the case.This data item accommodates information for only one path report. If additional path reports were prepared, enter the identifying code of pathology facility sending the report in Path Reporting Fac ID 4 through Path Reporting Fac ID 5 [7013-7014]. Information in this data item should refer to the path report described in data items 7102, 7092, 7192, 7322, and 7482. "
7013,pathReportingFacId4,Tumor,"An identifying code (for example, a CLIA number) that uniquely identifies the pathology facility sending the fourth report of the case.This data item accommodates information for only one path report. If an additional path report was prepared, enter the identifying code of pathology facility sending the report in Path Reporting Fac ID 5 [7014]. Information in this data item should refer to the path report described in data items 7103, 7093, 7193, 7323, and 7483. "
7014,pathReportingFacId5,Tumor,"An identifying code (for example, a CLIA number) that uniquely identifies the pathology facility sending the fifth report of the case.Information in this data item should refer to the path report described in data items 7104, 7094, 7194, 7324, and 7484. "
20,patientIdNumber,Patient,Unique number assigned to an individual patient by the central registry. The central registry will assign this same number to all of the patient’s subsequent tumors (records). Patient ID Number will only differ when multiple central registries accession the same patient. Each central registry will assign their unique Patient ID Number.NAACCR recommends that the registry should not reissue or reuse this number when a patient’s record is deleted from the files.In the transmit file (data exchange) this number will be the Patient ID Number assigned by the sending registry as defined in Registry ID [40].
21,patientSystemIdHosp,Tumor,"The unique, non-repeating number automatically assigned to patients by the hospital tumor registry software system. The same number is used for all the patient's subsequent tumors. This Patient System ID-Hosp number should not be reused when a patient is deleted.This number is different from Accession Number-Hosp [550]. While Accession Number-Hosp [550] is subject to change, the Patient System ID-Hosp number is created and maintained by the hospital tumor registry’s software system, and requires no key entry. Because the Patient System ID-Hosp number is unchanging, it affords an absolute linkage between a hospital patient record and a central registry’s patient record."
1120,pediatricStage,Tumor,"Code for stage of pediatric tumor in an AJCC stage scheme, a pediatric intergroup study scheme, or a pediatric cooperative group scheme. "
1140,pediatricStagedBy,Tumor,Code for person who documented the pediatric staging system and stage. 
1130,pediatricStagingSystem,Tumor,Staging system used to assign the Pediatric Stage. 
3908,percentNecrosisPostNeoadjuvant,Tumor,Percent Necrosis Post Neoadjuvant is a prognostic factor for bone sarcomas.
3909,perineuralInvasion,Tumor,"Perineural Invasion, within or adjacent to the primary tumor, is a negative prognostic factor for cutaneous squamous cell carcinomas of the head and neck and carcinomas of the colon and rectum, eyelid and lacrimal gland."
3910,peripheralBloodInvolvement,Tumor,"Peripheral blood involvement, summarized in ""B category"", refers to the percentage of peripheral blood lymphocytes that are atypical (Sezary) cells and whether they are ""Clone negative"" or ""Clone positive""."
3911,peritonealCytology,Tumor,Peritoneal cytology pertains to the results of cytologic examination for malignant cells performed on fluid that is obtained from the peritoneal cavity.
1501,phase1DosePerFraction,Tumor,Records the dose per fraction (treatment session) delivered to the patient in the first phase of radiation during the first course of treatment. The unit of measure is centiGray (cGy). This data item is required for CoC-accredited facilities as of  01/01/2018.
1503,phase1NumberOfFractions,Tumor,Records the total number of fractions (treatment sessions) delivered to the patient in the first phase of radiation during the first course of treatment. This data item is required for CoC-accredited facilities as of 01/01/2018.
1502,phase1RadiationExternalBeamPlanningTech,Tumor,Identifies the external beam radiation planning technique used to administer the first phase of radiation treatment during the first course of treatment. This data item is required for CoC-accredited facilities as of 01/01/2018.
1504,phase1RadiationPrimaryTreatmentVolume,Tumor,Identifies the primary treatment volume or primary anatomic target treated during the first phase of radiation therapy during the first course of treatment. This data item is required for CoC-accredited facilities as of 01/01/2018.
1505,phase1RadiationToDrainingLymphNodes,Tumor,Identifies the draining lymph nodes treated (if any) during the first phase of radiation therapy delivered to the patient during the first course of treatment. This data item is required for CoC-accredited facilities as of 01/01/2018.
1506,phase1RadiationTreatmentModality,Tumor,Identifies the radiation modality administered during the first phase of radiation treatment delivered during the first course of treatment. This data item is required for CoC-accredited facilities as of 01/01/2018.
1507,phase1TotalDose,Tumor,Identifies the total radiation dose delivered to the patient in the first phase of radiation treatment during the first course of treatment. The unit of measure is centiGray (cGy). This data item is required for CoC-accredited facilities as of 01/01/2018.
1511,phase2DosePerFraction,Tumor,Records the dose per fraction (treatment session) delivered to the patient in the second phase of radiation during the first course of treatment. The unit of measure is centiGray (cGy). This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1513,phase2NumberOfFractions,Tumor,Records the total number of fractions (treatment sessions) administered to the patient in the second phase of radiation during the first course of treatment. This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1512,phase2RadiationExternalBeamPlanningTech,Tumor,Identifies the external beam radiation planning technique used to administer the second phase of radiation treatment during the first course of treatment. This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1514,phase2RadiationPrimaryTreatmentVolume,Tumor,Identifies the primary treatment volume or primary anatomic target treated during the second phase of radiation therapy during the first course of treatment. This data item is required for CoC-accredited facilities as of cases diagnosed 01/01/2018.
1515,phase2RadiationToDrainingLymphNodes,Tumor,Identifies the draining lymph nodes treated (if any) during the second phase of radiation therapy delivered to the patient during the first course of treatment. This data item is required for CoC-accredited facilities as of cases diagnosed 01/01/2018.
1516,phase2RadiationTreatmentModality,Tumor,Identifies the radiation modality administered during the second phase of radiation treatment delivered during the first course of treatment. This data item is required for CoC-accredited facilities as of 01/01/2018.
1517,phase2TotalDose,Tumor,Identifies the total radiation dose administered in the second phase of radiation treatment delivered to the patient during the first course of treatment. The unit of measure is centiGray (cGy). This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1521,phase3DosePerFraction,Tumor,Records the dose per fraction (treatment session) delivered to the patient in the third phase of radiation during the first course of treatment. The unit of measure is centiGray (cGy). This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1523,phase3NumberOfFractions,Tumor,Records the total number of fractions (treatment sessions) delivered to the patient in the third phase of radiation during the first course of treatment. This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1522,phase3RadiationExternalBeamPlanningTech,Tumor,Identifies the external beam radiation planning technique used to administer the third phase of radiation treatment during the first course of treatment. This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1524,phase3RadiationPrimaryTreatmentVolume,Tumor,Identifies the primary treatment volume or primary anatomic target treated during the third phase of radiation therapy during the first course of treatment. This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
1525,phase3RadiationToDrainingLymphNodes,Tumor,Identifies the draining lymph nodes treated (if any) during the third phase of radiation therapy delivered to the patient during the first course of treatment. This data item is required for CoC-accredited facilities as of cases diagnosed 01/01/2018.
1526,phase3RadiationTreatmentModality,Tumor,"Radiation modality reflects whether a treatment was external beam, brachytherapy, a radioisotope as well as their major subtypes, or a combination of modalities. This data item should be used to indicate the radiation modality administered during the third phase of radiation. This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018."
1527,phase3TotalDose,Tumor,Identifies the total radiation dose delivered during the third phase of radiation treatment delivered to the patient during the first course of treatment. The unit of measure is centiGray (cGy). This data item is required for CoC-accredited facilities for cases diagnosed as of 01/01/2018.
2490,physician3,Tumor,Code for another physician involved in the care of the patient. Registry may use physicians’ medical license numbers or may create individual numbering systems. 
2500,physician4,Tumor,Code for another physician involved in the care of the patient. Registry may use physicians’ medical license numbers or may create individual numbering systems. 
