naaccrNum,sectionId,section,naaccrId,naaccrName,length,source,loinc_num,scale_typ,AnswerListId,scheme,valtype_cd,phi_id_kind
3811,11,Stage/Prognostic Factors,anemia,Anemia,1,NAACCR,,Nom,,anemia,@,
3812,11,Stage/Prognostic Factors,bSymptoms,B symptoms,1,NAACCR,,Ord,,,@,
3813,11,Stage/Prognostic Factors,bilirubinPretxTotalLabValue,Bilirubin Pretreatment Total Lab Value,5,NAACCR,,Nom,,,@,
3814,11,Stage/Prognostic Factors,bilirubinPretxUnitOfMeasure,Bilirubin Pretreatment Unit of Measure,1,NAACCR,,Nom,,,@,
3815,11,Stage/Prognostic Factors,boneInvasion,Bone Invasion,1,NAACCR,,Ord,,,@,
3816,11,Stage/Prognostic Factors,brainMolecularMarkers,Brain Molecular Markers,2,NAACCR,,Nom,,brainMolecularMarkers,@,
3817,11,Stage/Prognostic Factors,breslowTumorThickness,Breslow Tumor Thickness,4,NAACCR,,Nom,,,@,
3818,11,Stage/Prognostic Factors,ca125PretreatmentInterpretation,CA-125 Pretreatment Interpretation,1,NAACCR,,Nom,,pretreatment_interpretation,@,
3819,11,Stage/Prognostic Factors,ceaPretreatmentInterpretation,CEA Pretreatment Interpretation,1,NAACCR,,Nom,,ceaPretreatmentInterpretation,@,
3820,11,Stage/Prognostic Factors,ceaPretreatmentLabValue,CEA Pretreatment Lab Value,6,NAACCR,,Qn,,,N,
3821,11,Stage/Prognostic Factors,chromosome3Status,Chromosome 3 Status,1,NAACCR,,Nom,,chromosome3Status,@,
3822,11,Stage/Prognostic Factors,chromosome8qStatus,Chromosome 8q Status,1,NAACCR,,Nom,,chromosome8qStatus,@,
3823,11,Stage/Prognostic Factors,circumferentialResectionMargin,Circumferential Resection Margin (CRM),4,NAACCR,,Nom,,,@,
3824,11,Stage/Prognostic Factors,creatininePretreatmentLabValue,Creatinine Pretreatment Lab Value,4,NAACCR,,Nom,,,@,
3825,11,Stage/Prognostic Factors,creatininePretxUnitOfMeasure,Creatinine Pretreatment Unit of Measure,1,NAACCR,,Nom,,,@,
3826,11,Stage/Prognostic Factors,estrogenReceptorPercntPosOrRange,Estrogen Receptor Percent Positive or Range,3,NAACCR,,Nom,,,@,
3827,11,Stage/Prognostic Factors,estrogenReceptorSummary,Estrogen Receptor Summary,1,NAACCR,,Ord,,,@,
3828,11,Stage/Prognostic Factors,estrogenReceptorTotalAllredScore,Estrogen Receptor Total Allred Score,2,NAACCR,,Nom,,,@,
3829,11,Stage/Prognostic Factors,esophagusAndEgjTumorEpicenter,Esophagus and EGJ Tumor Epicenter,1,NAACCR,,Nom,,esophagusAndEgjTumorEpicenter,@,
3830,11,Stage/Prognostic Factors,extranodalExtensionClin,Extranodal Extension Clin (non-Head and Neck),1,NAACCR,,Nom,,extranodal_extension,@,
3831,11,Stage/Prognostic Factors,extranodalExtensionHeadNeckClin,Extranodal Extension Head and Neck Clinical,1,NAACCR,,Nom,,,@,
3832,11,Stage/Prognostic Factors,extranodalExtensionHeadNeckPath,Extranodal Extension Head and Neck Pathological,3,NAACCR,,Nom,,,@,
3833,11,Stage/Prognostic Factors,extranodalExtensionPath,Extranodal Extension Path (non-Head and Neck),1,NAACCR,,Nom,,extranodalExtensionPath,@,
3834,11,Stage/Prognostic Factors,extravascularMatrixPatterns,Extravascular Matrix Patterns,1,NAACCR,,Ord,,,@,
3835,11,Stage/Prognostic Factors,fibrosisScore,Fibrosis Score,1,NAACCR,,Nom,,fibrosisScore,@,
3836,11,Stage/Prognostic Factors,figoStage,FIGO Stage,2,NAACCR,,Nom,,figoStage,@,
3837,11,Stage/Prognostic Factors,gestationalTrophoblasticPxIndex,Gestational Trophoblastic Prognostic Scoring Index,2,NAACCR,,Nom,,,@,
3838,11,Stage/Prognostic Factors,gleasonPatternsClinical,Gleason Patterns Clinical,2,NAACCR,,Nom,,gleason_patterns,@,
3839,11,Stage/Prognostic Factors,gleasonPatternsPathological,Gleason Patterns Pathological,2,NAACCR,,Nom,,gleason_patterns,@,
3840,11,Stage/Prognostic Factors,gleasonScoreClinical,Gleason Score Clinical,2,NAACCR,,Nom,,,@,
3841,11,Stage/Prognostic Factors,gleasonScorePathological,Gleason Score Pathological,2,NAACCR,,Nom,,,@,
3842,11,Stage/Prognostic Factors,gleasonTertiaryPattern,Gleason Tertiary Pattern,2,NAACCR,,Nom,,gleasonTertiaryPattern,@,
3843,11,Stage/Prognostic Factors,gradeClinical,Grade Clinical,1,NAACCR,,Nom,,,@,
3844,11,Stage/Prognostic Factors,gradePathological,Grade Pathological,1,NAACCR,,Nom,,,@,
3845,11,Stage/Prognostic Factors,gradePostTherapy,Grade Post Therapy,1,NAACCR,,Nom,,,@,
3846,11,Stage/Prognostic Factors,hcgPostOrchiectomyLabValue,hCG Post-Orchiectomy Lab Value,7,NAACCR,,Qn,,,N,
3847,11,Stage/Prognostic Factors,hcgPostOrchiectomyRange,hCG Post-Orchiectomy Range,1,NAACCR,,Nom,,hcg_range,@,
3848,11,Stage/Prognostic Factors,hcgPreOrchiectomyLabValue,hCG Pre-Orchiectomy Lab Value,7,NAACCR,,Qn,,,N,
3849,11,Stage/Prognostic Factors,hcgPreOrchiectomyRange,hCG Pre-Orchiectomy Range,1,NAACCR,,Nom,,hcg_range,@,
3850,11,Stage/Prognostic Factors,her2IhcSummary,HER2 IHC Summary,1,NAACCR,,Nom,,her2IhcSummary,@,
3851,11,Stage/Prognostic Factors,her2IshDualProbeCopyNumber,HER2 ISH Dual Probe Copy Number,4,NAACCR,,Nom,,,@,
3852,11,Stage/Prognostic Factors,her2IshDualProbeRatio,HER2 ISH Dual Probe Ratio,4,NAACCR,,Nom,,,@,
3853,11,Stage/Prognostic Factors,her2IshSingleProbeCopyNumber,HER2 ISH Single Probe Copy Number,4,NAACCR,,Nom,,,@,
3854,11,Stage/Prognostic Factors,her2IshSummary,HER2 ISH Summary,1,NAACCR,,Nom,,her2IshSummary,@,
3855,11,Stage/Prognostic Factors,her2OverallSummary,HER2 Overall Summary,1,NAACCR,,Ord,,,@,
3856,11,Stage/Prognostic Factors,heritableTrait,Heritable Trait,1,NAACCR,,Ord,,,@,
3857,11,Stage/Prognostic Factors,highRiskCytogenetics,High Risk Cytogenetics,1,NAACCR,,Ord,,,@,
3858,11,Stage/Prognostic Factors,highRiskHistologicFeatures,High Risk Histologic Features,1,NAACCR,,Nom,,highRiskHistologicFeatures,@,
3859,11,Stage/Prognostic Factors,hivStatus,HIV Status,1,NAACCR,,Ord,,,@,
3860,11,Stage/Prognostic Factors,iNRProthrombinTime,International Normalized Ratio Prothrombin Time,3,NAACCR,,Nom,,,@,
3861,11,Stage/Prognostic Factors,ipsilateralAdrenalGlandInvolve,Ipsilateral Adrenal Gland Involvement,1,NAACCR,,Nom,,,@,
3862,11,Stage/Prognostic Factors,jak2,JAK2,1,NAACCR,,Nom,,jak2,@,
3863,11,Stage/Prognostic Factors,ki67,Ki-67,5,NAACCR,,Nom,,,@,
3864,11,Stage/Prognostic Factors,invasionBeyondCapsule,Invasion Beyond Capsule,1,NAACCR,,Nom,,invasionBeyondCapsule,@,
3865,11,Stage/Prognostic Factors,kitGeneImmunohistochemistry,KIT Gene Immunohistochemistry,1,NAACCR,,Nom,,kitGeneImmunohistochemistry,@,
3866,11,Stage/Prognostic Factors,kras,KRAS,1,NAACCR,,Nom,,kras,@,
3867,11,Stage/Prognostic Factors,ldhPostOrchiectomyRange,LDH Post-Orchiectomy Range,1,NAACCR,,Nom,,ldh_range,@,
3868,11,Stage/Prognostic Factors,ldhPreOrchiectomyRange,LDH Pre-Orchiectomy Range,1,NAACCR,,Nom,,ldh_range,@,
3869,11,Stage/Prognostic Factors,ldhPretreatmentLevel,LDH Pretreatment Level,1,NAACCR,,Nom,,ldhPretreatmentLevel,@,
3870,11,Stage/Prognostic Factors,ldhUpperLimitsOfNormal,LDH Upper Limits of Normal,3,NAACCR,,Nom,,,@,
3871,11,Stage/Prognostic Factors,lnAssessMethodFemoralInguinal,LN Assessment Method Femoral-Inguinal,1,NAACCR,,Nom,,,@,
3872,11,Stage/Prognostic Factors,lnAssessMethodParaaortic,LN Assessment Method Para-Aortic,1,NAACCR,,Nom,,,@,
3873,11,Stage/Prognostic Factors,lnAssessMethodPelvic,LN Assessment Method Pelvic,1,NAACCR,,Nom,,,@,
3874,11,Stage/Prognostic Factors,lnDistantAssessMethod,LN Distant Assessment Method,1,NAACCR,,Nom,,,@,
3875,11,Stage/Prognostic Factors,lnDistantMediastinalScalene,LN Distant: Mediastinal Scalene,1,NAACCR,,Nom,,lnDistantMediastinalScalene,@,
3876,11,Stage/Prognostic Factors,lnHeadAndNeckLevels1To3,LN Head and Neck Levels I-III,1,NAACCR,,Nom,,lnHeadAndNeckLevels1To3,@,
3877,11,Stage/Prognostic Factors,lnHeadAndNeckLevels4To5,LN Head and Neck Levels IV-V,1,NAACCR,,Nom,,lnHeadAndNeckLevels4To5,@,
3878,11,Stage/Prognostic Factors,lnHeadAndNeckLevels6To7,LN Head and Neck Levels VI-VII,1,NAACCR,,Nom,,lnHeadAndNeckLevels6To7,@,
3879,11,Stage/Prognostic Factors,lnHeadAndNeckOther,LN Head and Neck Other,1,NAACCR,,Nom,,lnHeadAndNeckOther,@,
3880,11,Stage/Prognostic Factors,lnIsolatedTumorCells,LN Isolated Tumor Cells (ITC),1,NAACCR,,Ord,,,@,
3881,11,Stage/Prognostic Factors,lnLaterality,LN Laterality,1,NAACCR,,Nom,,lnLaterality,@,
3882,11,Stage/Prognostic Factors,lnPositiveAxillaryLevel1To2,LN Positive Axillary Level I-II,2,NAACCR,,Nom,,,@,
3883,11,Stage/Prognostic Factors,lnSize,LN Size,4,NAACCR,,Nom,,,@,
3884,11,Stage/Prognostic Factors,lnStatusFemorInguinParaaortPelv,"LN Status Femoral-Inguinal, Para-Aortic, Pelvic",1,NAACCR,,Nom,,,@,
3885,11,Stage/Prognostic Factors,lymphocytosis,Lymphocytosis,1,NAACCR,,Nom,,lymphocytosis,@,
3886,11,Stage/Prognostic Factors,majorVeinInvolvement,Major Vein Involvement,1,NAACCR,,Nom,,majorVeinInvolvement,@,
3887,11,Stage/Prognostic Factors,measuredBasalDiameter,Measured Basal Diameter,4,NAACCR,,Nom,,,@,
3888,11,Stage/Prognostic Factors,measuredThickness,Measured Thickness,4,NAACCR,,Nom,,,@,
3889,11,Stage/Prognostic Factors,methylationOfO6MGMT,Methylation of O6-Methylguanine-Methyltransferase,1,NAACCR,,Nom,,,@,
3890,11,Stage/Prognostic Factors,microsatelliteInstability,Microsatellite Instability (MSI),1,NAACCR,,Nom,,microsatelliteInstability,@,
3891,11,Stage/Prognostic Factors,microvascularDensity,Microvascular Density,2,NAACCR,,Nom,,,@,
3892,11,Stage/Prognostic Factors,mitoticCountUvealMelanoma,Mitotic Count Uveal Melanoma,4,NAACCR,,Nom,,,@,
3893,11,Stage/Prognostic Factors,mitoticRateMelanoma,Mitotic Rate Melanoma,2,NAACCR,,Nom,,,@,
3894,11,Stage/Prognostic Factors,multigeneSignatureMethod,Multigene Signature Method,1,NAACCR,,Nom,,multigeneSignatureMethod,@,
3895,11,Stage/Prognostic Factors,multigeneSignatureResults,Multigene Signature Results,2,NAACCR,,Nom,,,@,
3896,11,Stage/Prognostic Factors,nccnInternationalPrognosticIndex,NCCN International Prognostic Index (IPI),2,NAACCR,,Nom,,,@,
3897,11,Stage/Prognostic Factors,numberOfCoresExamined,Number of Cores Examined,2,NAACCR,,Nom,,,@,
3898,11,Stage/Prognostic Factors,numberOfCoresPositive,Number of Cores Positive,2,NAACCR,,Nom,,,@,
3899,11,Stage/Prognostic Factors,numberOfExaminedParaAorticNodes,Number of Examined Para-Aortic Nodes,2,NAACCR,,Nom,,,@,
3900,11,Stage/Prognostic Factors,numberOfExaminedPelvicNodes,Number of Examined Pelvic Nodes,2,NAACCR,,Nom,,,@,
3901,11,Stage/Prognostic Factors,numberOfPositiveParaAorticNodes,Number of Positive Para-Aortic Nodes,2,NAACCR,,Nom,,,@,
3902,11,Stage/Prognostic Factors,numberOfPositivePelvicNodes,Number of Positive Pelvic Nodes,2,NAACCR,,Nom,,,@,
3903,11,Stage/Prognostic Factors,oncotypeDxRecurrenceScoreDcis,Oncotype Dx Recurrence Score-DCIS,3,NAACCR,,Nom,,,@,
3904,11,Stage/Prognostic Factors,oncotypeDxRecurrenceScoreInvasiv,Oncotype Dx Recurrence Score-Invasive,3,NAACCR,,Nom,,,@,
3905,11,Stage/Prognostic Factors,oncotypeDxRiskLevelDcis,Oncotype Dx Risk Level-DCIS,1,NAACCR,,Nom,,oncotypeDxRiskLevelDcis,@,
3906,11,Stage/Prognostic Factors,oncotypeDxRiskLevelInvasive,Oncotype Dx Risk Level-Invasive,1,NAACCR,,Nom,,oncotypeDxRiskLevelInvasive,@,
3907,11,Stage/Prognostic Factors,organomegaly,Organomegaly,1,NAACCR,,Ord,,,@,
3908,11,Stage/Prognostic Factors,percentNecrosisPostNeoadjuvant,Percent Necrosis Post Neoadjuvant,5,NAACCR,,Nom,,,@,
3909,11,Stage/Prognostic Factors,perineuralInvasion,Perineural Invasion,1,NAACCR,,Ord,,,@,
3910,11,Stage/Prognostic Factors,peripheralBloodInvolvement,Peripheral Blood Involvement,1,NAACCR,,Nom,,peripheralBloodInvolvement,@,
3911,11,Stage/Prognostic Factors,peritonealCytology,Peritoneal Cytology,1,NAACCR,,Nom,,peritonealCytology,@,
3913,11,Stage/Prognostic Factors,pleuralEffusion,Pleural Effusion,1,NAACCR,,Nom,,pleuralEffusion,@,
3914,11,Stage/Prognostic Factors,progesteroneRecepPrcntPosOrRange,Progesterone Receptor Percent Positive or Range,3,NAACCR,,Nom,,,@,
3915,11,Stage/Prognostic Factors,progesteroneRecepSummary,Progesterone Receptor Summary,1,NAACCR,,Ord,,,@,
3916,11,Stage/Prognostic Factors,progesteroneRecepTotalAllredScor,Progesterone Receptor Total Allred Score,2,NAACCR,,Nom,,,@,
3917,11,Stage/Prognostic Factors,primarySclerosingCholangitis,Primary Sclerosing Cholangitis,1,NAACCR,,Ord,,,@,
3918,11,Stage/Prognostic Factors,profoundImmuneSuppression,Profound Immune Suppression,1,NAACCR,,Nom,,profoundImmuneSuppression,@,
3919,11,Stage/Prognostic Factors,prostatePathologicalExtension,Prostate Pathological Extension,3,NAACCR,,Nom,,prostatePathologicalExtension,@,
3920,11,Stage/Prognostic Factors,psaLabValue,PSA (Prostatic Specific Antigen) Lab Value,5,NAACCR,,Nom,,,@,
3921,11,Stage/Prognostic Factors,residualTumVolPostCytoreduction,Residual Tumor Volume Post Cytoreduction,2,NAACCR,,Nom,,,@,
3922,11,Stage/Prognostic Factors,responseToNeoadjuvantTherapy,Response to Neoadjuvant Therapy,1,NAACCR,,Nom,,responseToNeoadjuvantTherapy,@,
3923,11,Stage/Prognostic Factors,sCategoryClinical,S Category Clinical,1,NAACCR,,Nom,,s_category,@,
3924,11,Stage/Prognostic Factors,sCategoryPathological,S Category Pathological,1,NAACCR,,Nom,,s_category,@,
3925,11,Stage/Prognostic Factors,sarcomatoidFeatures,Sarcomatoid Features,3,NAACCR,,Nom,,,@,
3926,11,Stage/Prognostic Factors,schemaDiscriminator1,Schema Discriminator 1,1,NAACCR,,Nom,,,@,
3927,11,Stage/Prognostic Factors,schemaDiscriminator2,Schema Discriminator 2,1,NAACCR,,Nom,,,@,
3928,11,Stage/Prognostic Factors,schemaDiscriminator3,Schema Discriminator 3,1,NAACCR,,Nom,,,@,
3929,11,Stage/Prognostic Factors,separateTumorNodules,Separate Tumor Nodules,1,NAACCR,,Nom,,separateTumorNodules,@,
3930,11,Stage/Prognostic Factors,serumAlbuminPretreatmentLevel,Serum Albumin Pretreatment Level,1,NAACCR,,Nom,,serumAlbuminPretreatmentLevel,@,
3931,11,Stage/Prognostic Factors,serumBeta2MicroglobulinPretxLvl,Serum Beta-2 Microglobulin Pretreatment Level,1,NAACCR,,Nom,,,@,
3932,11,Stage/Prognostic Factors,ldhPretreatmentLabValue,LDH Pretreatment Lab Value,7,NAACCR,,Qn,,,N,
3933,11,Stage/Prognostic Factors,thrombocytopenia,Thrombocytopenia,1,NAACCR,,Nom,,thrombocytopenia,@,
3934,11,Stage/Prognostic Factors,tumorDeposits,Tumor Deposits,2,NAACCR,,Nom,,,@,
3935,11,Stage/Prognostic Factors,tumorGrowthPattern,Tumor Growth Pattern,1,NAACCR,,Nom,,tumorGrowthPattern,@,
3936,11,Stage/Prognostic Factors,ulceration,Ulceration,1,NAACCR,,Ord,,,@,
3937,11,Stage/Prognostic Factors,visceralParietalPleuralInvasion,Visceral and Parietal Pleural Invasion,1,NAACCR,,Nom,,,@,
2520,12,Text-Diagnosis,textDxProcPe,Text--DX Proc--PE,1000,NPCR,22029-3,Nar,,,Ti,
2530,12,Text-Diagnosis,textDxProcXRayScan,Text--DX Proc--X-ray/Scan,1000,NPCR,22030-1,Nar,,,Ti,
2540,12,Text-Diagnosis,textDxProcScopes,Text--DX Proc--Scopes,1000,NPCR,22031-9,Nar,,,Ti,
2550,12,Text-Diagnosis,textDxProcLabTests,Text--DX Proc--Lab Tests,1000,NPCR,22032-7,Nar,,,Ti,
2560,12,Text-Diagnosis,textDxProcOp,Text--DX Proc--Op,1000,NPCR,22033-5,Nar,,,Ti,
2570,12,Text-Diagnosis,textDxProcPath,Text--DX Proc--Path,1000,NPCR,22034-3,Nar,,,Ti,
2580,12,Text-Diagnosis,textPrimarySiteTitle,Text--Primary Site Title,100,NPCR,22035-0,Nar,,,Ti,
2590,12,Text-Diagnosis,textHistologyTitle,Text--Histology Title,100,NPCR,22036-8,Nar,,,Ti,
2600,12,Text-Diagnosis,textStaging,Text--Staging,1000,NPCR,22037-6,Nar,,,Ti,
2680,13,Text-Miscellaneous,textRemarks,Text--Remarks,1000,NPCR,22045-9,Nar,,,Ti,
2690,13,Text-Miscellaneous,textPlaceOfDiagnosis,Text--Place of Diagnosis,60,NPCR,22046-7,Nar,,,Ti,
2610,14,Text-Treatment,rxTextSurgery,RX Text--Surgery,1000,NPCR,22038-4,Nar,,,Ti,
2620,14,Text-Treatment,rxTextRadiation,RX Text--Radiation (Beam),1000,NPCR,22039-2,Nar,,,Ti,
2630,14,Text-Treatment,rxTextRadiationOther,RX Text--Radiation Other,1000,NPCR,22040-0,Nar,,,Ti,
2640,14,Text-Treatment,rxTextChemo,RX Text--Chemo,1000,NPCR,22041-8,Nar,,,Ti,
2650,14,Text-Treatment,rxTextHormone,RX Text--Hormone,1000,NPCR,22042-6,Nar,,,Ti,
2660,14,Text-Treatment,rxTextBrm,RX Text--BRM,1000,NPCR,22043-4,Nar,,,Ti,
2670,14,Text-Treatment,rxTextOther,RX Text--Other,1000,NPCR,22044-2,Nar,,,Ti,
1200,15,Treatment-1st Course,rxDateSurgery,RX Date Surgery,8,CoC,21925-3,Qn,LL72-0,,D,
1201,15,Treatment-1st Course,rxDateSurgeryFlag,RX Date Surgery Flag,2,NAACCR,59556-1,Nom,LL907-7,,@,
1210,15,Treatment-1st Course,rxDateRadiation,RX Date Radiation,8,CoC,21926-1,Qn,LL73-8,,D,
1211,15,Treatment-1st Course,rxDateRadiationFlag,RX Date Radiation Flag,2,NAACCR,59555-3,Nom,LL908-5,,@,
1220,15,Treatment-1st Course,rxDateChemo,RX Date Chemo,8,CoC,21927-9,Qn,LL74-6,,D,
1221,15,Treatment-1st Course,rxDateChemoFlag,RX Date Chemo Flag,2,NAACCR,59551-2,Nom,LL909-3,,@,
1230,15,Treatment-1st Course,rxDateHormone,RX Date Hormone,8,CoC,21928-7,Qn,LL75-3,,D,
1231,15,Treatment-1st Course,rxDateHormoneFlag,RX Date Hormone Flag,2,NAACCR,59553-8,Nom,LL910-1,,@,
1240,15,Treatment-1st Course,rxDateBrm,RX Date BRM,8,CoC,21929-5,Qn,LL76-1,,D,
1241,15,Treatment-1st Course,rxDateBrmFlag,RX Date BRM Flag,2,NAACCR,59550-4,Nom,LL911-9,,@,
1250,15,Treatment-1st Course,rxDateOther,RX Date Other,8,CoC,21930-3,Qn,LL77-9,,D,
1251,15,Treatment-1st Course,rxDateOtherFlag,RX Date Other Flag,2,NAACCR,59554-6,Nom,LL912-7,,@,
1260,15,Treatment-1st Course,dateInitialRxSeer,Date Initial RX SEER,8,SEER,21931-1,Qn,LL78-7,,D,
1261,15,Treatment-1st Course,dateInitialRxSeerFlag,Date Initial RX SEER Flag,2,NAACCR,59517-3,Nom,LL913-5,,@,
1270,15,Treatment-1st Course,date1stCrsRxCoc,Date 1st Crs RX CoC,8,CoC,21932-9,Qn,LL79-5,,D,
1271,15,Treatment-1st Course,date1stCrsRxCocFlag,Date 1st Crs RX CoC Flag,2,NAACCR,59513-2,Nom,LL914-3,,@,
1280,15,Treatment-1st Course,rxDateDxStgProc,RX Date DX/Stg Proc,8,CoC,21933-7,Qn,LL80-3,,D,
1281,15,Treatment-1st Course,rxDateDxStgProcFlag,RX Date DX/Stg Proc Flag,2,NAACCR,59552-0,Nom,LL915-0,,@,
1285,15,Treatment-1st Course,rxSummTreatmentStatus,RX Summ--Treatment Status,1,SEER/CoC,59557-9,Nom,LL916-8,rxSummTreatmentStatus,@,
1290,15,Treatment-1st Course,rxSummSurgPrimSite,RX Summ--Surg Prim Site,2,SEER/CoC,21934-5,Nom,LL81-1,,@,
1292,15,Treatment-1st Course,rxSummScopeRegLnSur,RX Summ--Scope Reg LN Sur,1,SEER/CoC,21935-2,Nom,LL82-9,rx_summary_lymph_surgery,@,
1294,15,Treatment-1st Course,rxSummSurgOthRegDis,RX Summ--Surg Oth Reg/Dis,1,SEER/CoC,21936-0,Nom,LL83-7,rx_summary_other_regional_distant,@,
1296,15,Treatment-1st Course,rxSummRegLnExamined,RX Summ--Reg LN Examined,2,SEER/CoC,21937-8,Qn,LL84-5,,N,
1310,15,Treatment-1st Course,rxSummSurgicalApproch,RX Summ--Surgical Approch,1,CoC,21938-6,Nom,LL86-0,,@,
1320,15,Treatment-1st Course,rxSummSurgicalMargins,RX Summ--Surgical Margins,1,CoC,21939-4,Nom,LL87-8,rxSummSurgicalMargins,@,
1330,15,Treatment-1st Course,rxSummReconstruct1st,RX Summ--Reconstruct 1st,1,SEER,21940-2,Nom,LL88-6,,@,
1340,15,Treatment-1st Course,reasonForNoSurgery,Reason for No Surgery,1,SEER/CoC,21941-0,Nom,LL89-4,reasonForNoSurgery,@,
1350,15,Treatment-1st Course,rxSummDxStgProc,RX Summ--DX/Stg Proc,2,CoC,21942-8,Nom,LL90-2,rxSummDxStgProc,@,
1360,15,Treatment-1st Course,rxSummRadiation,RX Summ--Radiation,1,SEER,21943-6,Nom,LL91-0,rxSummRadiation,@,
1370,15,Treatment-1st Course,rxSummRadToCns,RX Summ--Rad to CNS,1,SEER/CoC,21944-4,Nom,LL92-8,rxSummRadToCns,@,
1380,15,Treatment-1st Course,rxSummSurgRadSeq,RX Summ--Surg/Rad Seq,1,SEER/CoC,21945-1,Nom,LL93-6,rxSummSurgRadSeq,@,
1390,15,Treatment-1st Course,rxSummChemo,RX Summ--Chemo,2,SEER/CoC,21946-9,Nom,LL94-4,rx_summary_chemo,@,
1400,15,Treatment-1st Course,rxSummHormone,RX Summ--Hormone,2,SEER/CoC,21947-7,Nom,LL96-9,rx_summary_hormone,@,
1410,15,Treatment-1st Course,rxSummBrm,RX Summ--BRM,2,SEER/CoC,21948-5,Nom,LL98-5,rx_summary_brm,@,
1420,15,Treatment-1st Course,rxSummOther,RX Summ--Other,1,SEER/CoC,21949-3,Nom,LL99-3,rx_summary_other,@,
1430,15,Treatment-1st Course,reasonForNoRadiation,Reason for No Radiation,1,CoC,21950-1,Nom,LL100-9,reasonForNoRadiation,@,
1460,15,Treatment-1st Course,rxCodingSystemCurrent,RX Coding System--Current,2,NAACCR,21953-5,Nom,LL103-3,rxCodingSystemCurrent,@,
1501,15,Treatment-1st Course,phase1DosePerFraction,Phase I Dose per Fraction,5,CoC,,Qn,,,N,
1502,15,Treatment-1st Course,phase1RadiationExternalBeamTech,Phase I Radiation External Beam Planning Tech,2,CoC,,Nom,,,@,
1503,15,Treatment-1st Course,phase1NumberOfFractions,Phase I Number of Fractions,3,CoC,,Qn,,,N,
1504,15,Treatment-1st Course,phase1RadiationPrimaryTxVolume,Phase I Radiation Primary Treatment Volume,2,CoC,,Nom,,,@,
1505,15,Treatment-1st Course,phase1RadiationToDrainingLN,Phase I Radiation to Draining Lymph Nodes,2,CoC,,Nom,,,@,
1506,15,Treatment-1st Course,phase1RadiationTreatmentModality,Phase I Radiation Treatment Modality,2,CoC,,Nom,,radiation_modality,@,
1507,15,Treatment-1st Course,phase1TotalDose,Phase I Total Dose,6,CoC,,Qn,,,N,
1510,15,Treatment-1st Course,radRegionalDoseCgy,Rad--Regional Dose: cGy,5,CoC,21958-4,Qn,LL109-0,,N,
1511,15,Treatment-1st Course,phase2DosePerFraction,Phase II Dose per Fraction,5,CoC,,Qn,,,N,
1512,15,Treatment-1st Course,phase2RadiationExternalBeamTech,Phase II Radiation External Beam Planning Tech,2,CoC,,Nom,,,@,
1513,15,Treatment-1st Course,phase2NumberOfFractions,Phase II Number of Fractions,3,CoC,,Qn,,,N,
1514,15,Treatment-1st Course,phase2RadiationPrimaryTxVolume,Phase II Radiation Primary Treatment Volume,2,CoC,,Nom,,,@,
1515,15,Treatment-1st Course,phase2RadiationToDrainingLN,Phase II Radiation to Draining Lymph Nodes,2,CoC,,Nom,,,@,
1516,15,Treatment-1st Course,phase2RadiationTreatmentModality,Phase II Radiation Treatment Modality,2,CoC,,Nom,,radiation_modality,@,
1517,15,Treatment-1st Course,phase2TotalDose,Phase II Total Dose,6,CoC,,Qn,,,N,
1520,15,Treatment-1st Course,radNoOfTreatmentVol,Rad--No of Treatment Vol,3,CoC,21959-2,Qn,LL110-8,,N,
1521,15,Treatment-1st Course,phase3DosePerFraction,Phase III Dose per Fraction,5,CoC,,Qn,,,N,
1522,15,Treatment-1st Course,phase3RadiationExternalBeamTech,Phase III Radiation External Beam Planning Tech,2,CoC,,Nom,,,@,
1523,15,Treatment-1st Course,phase3NumberOfFractions,Phase III Number of Fractions,3,CoC,,Qn,,,N,
1524,15,Treatment-1st Course,phase3RadiationPrimaryTxVolume,Phase III Radiation Primary Treatment Volume,2,CoC,,Nom,,,@,
1525,15,Treatment-1st Course,phase3RadiationToDrainingLN,Phase III Radiation to Draining Lymph Nodes,2,CoC,,Nom,,,@,
1526,15,Treatment-1st Course,phase3RadiationTreatmentModality,Phase III Radiation Treatment Modality,2,CoC,,Nom,,radiation_modality,@,
1527,15,Treatment-1st Course,phase3TotalDose,Phase III Total Dose,6,CoC,,Qn,,,N,
1531,15,Treatment-1st Course,radiationTxDiscontinuedEarly,Radiation Treatment Discontinued Early,2,CoC,,Nom,,,@,
1532,15,Treatment-1st Course,numberPhasesOfRadTxToVolume,Number of Phases of Rad Treatment to this Volume,2,CoC,,Qn,,,N,
1533,15,Treatment-1st Course,totalDose,Total Dose,6,CoC,,Qn,,,N,
1540,15,Treatment-1st Course,radTreatmentVolume,Rad--Treatment Volume,2,CoC,21961-8,Nom,LL112-4,radTreatmentVolume,@,
1550,15,Treatment-1st Course,radLocationOfRx,Rad--Location of RX,1,CoC,21962-6,Nom,LL113-2,radLocationOfRx,@,
1570,15,Treatment-1st Course,radRegionalRxModality,Rad--Regional RX Modality,2,CoC,21964-2,Nom,LL115-7,radRegionalRxModality,@,
1639,15,Treatment-1st Course,rxSummSystemicSurSeq,RX Summ--Systemic/Sur Seq,1,CoC,42039-8,Nom,,rxSummSystemicSurSeq,@,
1640,15,Treatment-1st Course,rxSummSurgeryType,RX Summ--Surgery Type,2,SEER,21968-3,Nom,,,@,
