c_hlevel,c_fullname,c_basecode,c_name,c_visualattributes,m_applied_path,c_tooltip,c_synonym_cd,update_date,sourcesystem_cd,c_dimcode,c_operator,c_columndatatype,c_columnname,c_tablename,c_facttablecolumn
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 3\,CS|MelanomaNasalCavity|3:,"03: Levels I-III, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 3\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\000\,CS|MelanomaNasalCavity|4:000,000: No involvement in Levels IV or V or retropharyngeal lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\100\,CS|MelanomaNasalCavity|4:100,100: Level IV lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\010\,CS|MelanomaNasalCavity|4:010,010: Level V lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\001\,CS|MelanomaNasalCavity|4:001,001: Retropharyngeal nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\110\,CS|MelanomaNasalCavity|4:110,110: Levels IV and V lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\101\,CS|MelanomaNasalCavity|4:101,101: Levels IV and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\011\,CS|MelanomaNasalCavity|4:011,011: Levels V and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\111\,CS|MelanomaNasalCavity|4:111,111: Levels IV and V and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\988\,CS|MelanomaNasalCavity|4:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\999\,CS|MelanomaNasalCavity|4:999,"999: Unknown if regional lymph nodes involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\,CS|MelanomaNasalCavity|4:,04: Levels IV-V and Retropharyngeal Lymph Nodes for Head and Neck,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 4\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\000\,CS|MelanomaNasalCavity|5:000,000: No involvement in Levels VI or VII or facial lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\100\,CS|MelanomaNasalCavity|5:100,100: Level VI lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\010\,CS|MelanomaNasalCavity|5:010,010: Level VII lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\001\,CS|MelanomaNasalCavity|5:001,001: Facial lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\110\,CS|MelanomaNasalCavity|5:110,110: Levels VI and VII lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\101\,CS|MelanomaNasalCavity|5:101,101: Levels VI and facial lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\011\,CS|MelanomaNasalCavity|5:011,011: Levels VII and facial lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\111\,CS|MelanomaNasalCavity|5:111,111: Levels VI and VII and facial lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\988\,CS|MelanomaNasalCavity|5:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\999\,CS|MelanomaNasalCavity|5:999,"999: Unknown if regional lymph node(s) involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\,CS|MelanomaNasalCavity|5:,05: Levels VI-VII and Facial Lymph Nodes for Head and Neck,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 5\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\000\,CS|MelanomaNasalCavity|6:000,000: No involvement of any group: ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\100\,CS|MelanomaNasalCavity|6:100,100: Parapharyngeal lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\010\,CS|MelanomaNasalCavity|6:010,"010: Parotid (preauricular, periparotid, and/or intraparotid) lymph node(s) involved",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\001\,CS|MelanomaNasalCavity|6:001,001: Suboccipital/retroauricular lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\110\,CS|MelanomaNasalCavity|6:110,110: Involvement of two groups:,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\101\,CS|MelanomaNasalCavity|6:101,101: Involvement of two groups:,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\011\,CS|MelanomaNasalCavity|6:011,011: Involvement of two groups:,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\111\,CS|MelanomaNasalCavity|6:111,111: Involvement of three groups:,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\988\,CS|MelanomaNasalCavity|6:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\999\,CS|MelanomaNasalCavity|6:999,"999: Unknown if regional lymph node involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\,CS|MelanomaNasalCavity|6:,"06: Parapharyngeal, Parotid, and Suboccipital/Retroauricular Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 6\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\000\,CS|MelanomaNasalCavity|7:000,000: No regional lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\010\,CS|MelanomaNasalCavity|7:010,010: Upper level lymph node(s) involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\020\,CS|MelanomaNasalCavity|7:020,020: Lower level lymph node(s) involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\030\,CS|MelanomaNasalCavity|7:030,030: Upper and lower level lymph nodes involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\040\,CS|MelanomaNasalCavity|7:040,040: Unknown level lymph node(s) involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\988\,CS|MelanomaNasalCavity|7:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\999\,CS|MelanomaNasalCavity|7:999,"999: Unknown if regional lymph nodes  involved, not stated ",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\,CS|MelanomaNasalCavity|7:,07: Upper and Lower Cervical Node Levels,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 7\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\000\,CS|MelanomaNasalCavity|8:000,000: No regional lymph nodes involved clinically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\010\,CS|MelanomaNasalCavity|8:010,"010: Regional lymph node(s) involved clinically, no extracapsular extension clinically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\020\,CS|MelanomaNasalCavity|8:020,"020: Regional lymph node(s) involved clinically, extracapsular extension clinically (nodes described as fixed or matted)",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\030\,CS|MelanomaNasalCavity|8:030,"030: Regional lymph node(s) involved clinically, unknown if extracapsular extension",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\988\,CS|MelanomaNasalCavity|8:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\997\,CS|MelanomaNasalCavity|8:997,"997: Clinical examination of regional lymph nodes performed, unknown results",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\998\,CS|MelanomaNasalCavity|8:998,998: No clinical examination of regional lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\999\,CS|MelanomaNasalCavity|8:999,"999: Unknown if regional lymph nodes  involved clinically, not stated ",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\,CS|MelanomaNasalCavity|8:,"08: Extracapsular Extension Clinically, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 8\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\000\,CS|MelanomaNasalCavity|9:000,000: No regional lymph nodes involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\010\,CS|MelanomaNasalCavity|9:010,"010: Regional lymph node(s) involved pathologically, no extracapsular extension pathologically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\020\,CS|MelanomaNasalCavity|9:020,020: Regional lymph node(s) involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\030\,CS|MelanomaNasalCavity|9:030,030: Regional lymph node(s) involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\040\,CS|MelanomaNasalCavity|9:040,"040: Regional lymph node(s) involved pathologically, extracapsular extension pathologically, unknown if microscopic or macroscopic",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\050\,CS|MelanomaNasalCavity|9:050,"050: Regional lymph node(s) involved pathologically, unknown if extracapsular extension",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\988\,CS|MelanomaNasalCavity|9:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\997\,CS|MelanomaNasalCavity|9:997,"997: Histopathologic examination of regional lymph nodes performed, results not available",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\998\,CS|MelanomaNasalCavity|9:998,998: No histopathologic examination of regional lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\999\,CS|MelanomaNasalCavity|9:999,"999: Unknown if regional lymph nodes involved  pathologically, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\,CS|MelanomaNasalCavity|9:,"09: Extracapsular Extension Pathologically, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 9\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\000\,CS|MelanomaNasalCavity|10:000,000: Human papilloma virus (HPV) negative for high-risk and low-risk types,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\010\,CS|MelanomaNasalCavity|10:010,010: HPV positive for low-risk types only ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\020\,CS|MelanomaNasalCavity|10:020,020: HPV positive for specified high risk type(s) other than types 16 or 18,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\030\,CS|MelanomaNasalCavity|10:030,030: HPV positive for high-risk type 16 ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\040\,CS|MelanomaNasalCavity|10:040,040: HPV positive for high-risk type18 ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\050\,CS|MelanomaNasalCavity|10:050,050: HPV positive for high-risk types16 AND 18,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\060\,CS|MelanomaNasalCavity|10:060,"060: HPV positive for high-risk type(s), NOS, high-risk type(s) not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\060\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\070\,CS|MelanomaNasalCavity|10:070,"070: HPV positive, NOS, risk and type(s) not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\070\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\988\,CS|MelanomaNasalCavity|10:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\997\,CS|MelanomaNasalCavity|10:997,"997: Test ordered, results not in chart",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\998\,CS|MelanomaNasalCavity|10:998,"998: Test not done (test was not ordered and was not performed), including no pathologic specimen available for HPV testing",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\999\,CS|MelanomaNasalCavity|10:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\,CS|MelanomaNasalCavity|10:,10: Human Papilloma Virus (HPV) Status,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 10\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\000\,CS|MelanomaNasalCavity|11:000,000: No mass/tumor found,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\980\,CS|MelanomaNasalCavity|11:980,980: 98.0 mm or larger,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\980\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\987\,CS|MelanomaNasalCavity|11:987,987: Not applicable:  In situ carcinoma,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\987\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\988\,CS|MelanomaNasalCavity|11:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\990\,CS|MelanomaNasalCavity|11:990,990: Microinvasion ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\998\,CS|MelanomaNasalCavity|11:998,998: No surgical specimen from primary site,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\999\,CS|MelanomaNasalCavity|11:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\,CS|MelanomaNasalCavity|11:,11: Measured Thickness (Depth),FAE,@,"b'00.1 - 97.9 millimeters (mm) (Exact thickness in tenths of mm)   Examples:      001    0.1 mm      010    1 mm     042    4.2 mm      100    10 mm, 1 cm      103    10.3 mm'",N,,,\i2b2\naaccr\csterms\MelanomaNasalCavity\CS Site-Specific Factor 11\,like,@,concept_path,concept_dimension,concept_cd
3,\i2b2\naaccr\csterms\Esophagus\,,Esophagus,FAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\,like,@,concept_path,concept_dimension,concept_cd
