TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR,means_missing,item
TUMOR,GIS_COORDINATE_QUALITY,01,01=GPS,False,366
TUMOR,GIS_COORDINATE_QUALITY,02,02=street and parcel,False,366
TUMOR,GIS_COORDINATE_QUALITY,03,"03=street, interpolated",False,366
TUMOR,GIS_COORDINATE_QUALITY,04,04=street intersection,False,366
TUMOR,GIS_COORDINATE_QUALITY,05,05=street mid-point,False,366
TUMOR,GIS_COORDINATE_QUALITY,06,06=ZIP + 4 centroid,False,366
TUMOR,GIS_COORDINATE_QUALITY,07,07=ZIP + 2 centroid,False,366
TUMOR,GIS_COORDINATE_QUALITY,08,08=manual lookup,False,366
TUMOR,GIS_COORDINATE_QUALITY,09,09=ZIP centroid,False,366
TUMOR,GIS_COORDINATE_QUALITY,10,10=ZIP point,False,366
TUMOR,GIS_COORDINATE_QUALITY,11,11=city centroid,False,366
TUMOR,GIS_COORDINATE_QUALITY,12,12=county centroid,False,366
TUMOR,GIS_COORDINATE_QUALITY,98,"98=assigned, unknown quality",True,366
TUMOR,GIS_COORDINATE_QUALITY,99,"99=unassigned, but attempted",True,366
TUMOR,INDUSTRY_SOURCE,1,1=reporting facility,False,300
TUMOR,INDUSTRY_SOURCE,2,2=death certificate,False,300
TUMOR,INDUSTRY_SOURCE,3,3=interview,False,300
TUMOR,INDUSTRY_SOURCE,7,7=other,False,300
TUMOR,INDUSTRY_SOURCE,8,8=not applicable,True,300
TUMOR,INDUSTRY_SOURCE,9,9=unknown,True,300
TUMOR,CENSUS_COD_SYS19708090,,=not coded,False,120
TUMOR,CENSUS_COD_SYS19708090,0,0=not tracted,False,120
TUMOR,CENSUS_COD_SYS19708090,1,1=1970 Census,False,120
TUMOR,CENSUS_COD_SYS19708090,2,2=1980 Census,False,120
TUMOR,CENSUS_COD_SYS19708090,3,3=1990 Census,False,120
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,00,00=no treatment,False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,01,01=completed as prescribed,False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,02,"02=discontinued early, toxicity",False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,03,"03=discontinued early, other patient risk factors",False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,04,"04=discontinued early, patient decision",False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,05,"05=discontinued early, family decision",False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,06,"06=discontinued early, patient expired",False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,07,"07=discontinued early, reason not documented",False,1531
TUMOR,RADIATION_TREATMENT_DISCONTINUED_EARLY,99,99=unknown,True,1531
TUMOR,CEA_PRETREATMENT_INTERPRETATION,0,0=normal,False,3819
TUMOR,CEA_PRETREATMENT_INTERPRETATION,1,1=elevated,False,3819
TUMOR,CEA_PRETREATMENT_INTERPRETATION,2,2=borderline,False,3819
TUMOR,CEA_PRETREATMENT_INTERPRETATION,3,3=undetermined,False,3819
TUMOR,CEA_PRETREATMENT_INTERPRETATION,7,"7=test ordered, results unknown",True,3819
TUMOR,CEA_PRETREATMENT_INTERPRETATION,8,8=not applicable,True,3819
TUMOR,CEA_PRETREATMENT_INTERPRETATION,9,9=unknown,True,3819
TUMOR,RX_SUMM_RAD_TO_CNS,0,0=none,False,1370
TUMOR,RX_SUMM_RAD_TO_CNS,1,1=radiation,False,1370
TUMOR,RX_SUMM_RAD_TO_CNS,7,"7=recommended, refused",False,1370
TUMOR,RX_SUMM_RAD_TO_CNS,8,"8=recommended, unknown if administered",False,1370
TUMOR,RX_SUMM_RAD_TO_CNS,9,9=unknown,True,1370
TUMOR,RQRS_NCDB_SUBMISSION_FLAG,1,1=RQRS,False,2155
TUMOR,RQRS_NCDB_SUBMISSION_FLAG,2,2=NCDB,False,2155
TUMOR,ICD_O2_CONVERSION_FLAG,,=not converted,False,1980
TUMOR,ICD_O2_CONVERSION_FLAG,0,0=primary site and morphology originally ICD-O-2,False,1980
TUMOR,ICD_O2_CONVERSION_FLAG,1,1=primary site and morphology converted without review,False,1980
TUMOR,ICD_O2_CONVERSION_FLAG,2,2=primary site converted with review; morphology machine-converted without review,False,1980
TUMOR,ICD_O2_CONVERSION_FLAG,3,"3=primary site machine-converted without review, morphology converted with review",False,1980
TUMOR,ICD_O2_CONVERSION_FLAG,4,4=primary site and morphology converted with review,False,1980
TUMOR,ICD_O2_CONVERSION_FLAG,5,5=morphology converted from ICD-O-3 without review,False,1980
TUMOR,ICD_O2_CONVERSION_FLAG,6,6=morphology converted from ICD-O-3 with review,False,1980
TUMOR,THROMBOCYTOPENIA,0,0=not present,False,3933
TUMOR,THROMBOCYTOPENIA,1,1=present,False,3933
TUMOR,THROMBOCYTOPENIA,6,"6=present, statement only",False,3933
TUMOR,THROMBOCYTOPENIA,7,"7=test ordered, results unknown",True,3933
TUMOR,THROMBOCYTOPENIA,9,9=unknown,True,3933
TUMOR,SEER_TYPE_OF_FOLLOW_UP,1,"1=""""""""""""""""autopsy-only"""""""""""""""" or """"""""""""""""death certificate-only"""""""""""""""" case",False,2180
TUMOR,SEER_TYPE_OF_FOLLOW_UP,2,2=active,False,2180
TUMOR,SEER_TYPE_OF_FOLLOW_UP,3,3=cervix uteri in situ,False,2180
TUMOR,SEER_TYPE_OF_FOLLOW_UP,4,"4=not originally active, active now",False,2180
TUMOR,RX_SUMM_TREATMENT_STATUS,0,0=not treated,False,1285
TUMOR,RX_SUMM_TREATMENT_STATUS,1,1=treated,False,1285
TUMOR,RX_SUMM_TREATMENT_STATUS,2,2=active surveillance,False,1285
TUMOR,RX_SUMM_TREATMENT_STATUS,9,9=unknown,True,1285
TUMOR,RX_HOSP_SURG_APP2010,0,0=none,False,668
TUMOR,RX_HOSP_SURG_APP2010,1,1=robotic assisted,False,668
TUMOR,RX_HOSP_SURG_APP2010,2,2=robotic converted to open,False,668
TUMOR,RX_HOSP_SURG_APP2010,3,3=endoscopic or laparoscopic,False,668
TUMOR,RX_HOSP_SURG_APP2010,4,4=endoscopic or laparoscopic converted to open,False,668
TUMOR,RX_HOSP_SURG_APP2010,5,"5=open, NOS.",False,668
TUMOR,RX_HOSP_SURG_APP2010,9,9=unknown,True,668
TUMOR,RX_SUMM_RADIATION,0,0=none,False,1360
TUMOR,RX_SUMM_RADIATION,1,1=beam radiation,False,1360
TUMOR,RX_SUMM_RADIATION,2,2=radioactive implants,False,1360
TUMOR,RX_SUMM_RADIATION,3,3=radioisotopes,False,1360
TUMOR,RX_SUMM_RADIATION,4,4=beam radiation and radioactive implants or radioisotopes,False,1360
TUMOR,RX_SUMM_RADIATION,5,"5=radiation, NOS",False,1360
TUMOR,RX_SUMM_RADIATION,6,"6=radiation, non-beam",False,1360
TUMOR,RX_SUMM_RADIATION,7,"7=recommended, refused",False,1360
TUMOR,RX_SUMM_RADIATION,8,"8=recommended, unknown if administered",False,1360
TUMOR,RX_SUMM_RADIATION,9,9=unknown,True,1360
TUMOR,LATERALITY,0,0=not paired site,False,410
TUMOR,LATERALITY,1,1=right,False,410
TUMOR,LATERALITY,2,2=left,False,410
TUMOR,LATERALITY,3,"3=one side, NOS",False,410
TUMOR,LATERALITY,4,4=bilateral,False,410
TUMOR,LATERALITY,5,5=midline,False,410
TUMOR,LATERALITY,9,9=unknown,True,410
TUMOR,COC_ACCREDITED_FLAG,0,0=not accredited,False,2152
TUMOR,COC_ACCREDITED_FLAG,1,"1=accredited, analytic abstract",False,2152
TUMOR,COC_ACCREDITED_FLAG,2,"2=accredited, non-analytic abstract",False,2152
TUMOR,COC_ACCREDITED_FLAG,,=not applicable,True,2152
TUMOR,SEPARATE_TUMOR_NODULES,0,0=none,False,3929
TUMOR,SEPARATE_TUMOR_NODULES,1,"1=same histology, same lobe",False,3929
TUMOR,SEPARATE_TUMOR_NODULES,2,"2=same histology, different lobe",False,3929
TUMOR,SEPARATE_TUMOR_NODULES,3,"3=same histology, same and different lobes",False,3929
TUMOR,SEPARATE_TUMOR_NODULES,4,"4=same histology, NOS",False,3929
TUMOR,SEPARATE_TUMOR_NODULES,7,"7=multiple nodules, not classifiable",False,3929
TUMOR,SEPARATE_TUMOR_NODULES,8,8=not applicable,True,3929
TUMOR,SEPARATE_TUMOR_NODULES,9,9=unknown,True,3929
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,0,0=none,False,3889
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,1,1=low,False,3889
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,2,2=high,False,3889
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,3,"3=present, NOS",False,3889
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,6,6=benign or borderline tumor,False,3889
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,7,"7=test ordered, results unknown",True,3889
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,8,8=not applicable,True,3889
TUMOR,METHYLATION_OF_O6_METHYLGUANINE_METHYLTRANSFERASE,9,9=unknown,True,3889
TUMOR,MULTIGENE_SIGNATURE_METHOD,1,1=MammaPrint,False,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,2,2=PAM50,False,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,3,3=Breast Cancer Index,False,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,4,4=EndoPredict,False,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,5,5=unknown test performed,False,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,6,6=multiple known,False,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,7,"7=test ordered, results unknown",True,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,8,8=not applicable,True,3894
TUMOR,MULTIGENE_SIGNATURE_METHOD,9,9=unknown,True,3894
TUMOR,HER2_ISH_SUMMARY,0,0=negative,False,3854
TUMOR,HER2_ISH_SUMMARY,2,2=equivocal,False,3854
TUMOR,HER2_ISH_SUMMARY,3,3=positive,False,3854
TUMOR,HER2_ISH_SUMMARY,7,"7=test ordered, results unknown",True,3854
TUMOR,HER2_ISH_SUMMARY,8,8=not applicable,True,3854
TUMOR,HER2_ISH_SUMMARY,9,9=unknown,True,3854
TUMOR,MORPH_CODING_SYS_ORIGINL,1,1=ICD-O-1,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,2,2=ICD-O 1986,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,3,3=ICD-O 1988,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,4,4=ICD-O-2,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,5,5=ICD-O-2 1995,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,6,6=ICD-O-2 1998 ,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,7,7=ICD-O-3,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,8,8=ICD-O-3 2010,False,480
TUMOR,MORPH_CODING_SYS_ORIGINL,9,9=other,True,480
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,00,00=single,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,10,10=multiple benign,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,11,11=multiple borderline,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,12,12=benign and borderline,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,20,20=multiple in situ,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,30,30=in situ and invasive,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,31,31=polyp and adenocarcinoma,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,32,32=FAP with carcinoma,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,40,40=multiple invasive,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,80,80=unknown in situ or invasive,False,444
TUMOR,MULT_TUM_RPT_AS_ONE_PRIM,99,99=unknown,True,444
TUMOR,ONCOTYPE_DX_RISK_LEVEL_DCIS,0,0=low risk,False,3905
TUMOR,ONCOTYPE_DX_RISK_LEVEL_DCIS,1,1=intermediate risk,False,3905
TUMOR,ONCOTYPE_DX_RISK_LEVEL_DCIS,2,2=high risk,False,3905
TUMOR,ONCOTYPE_DX_RISK_LEVEL_DCIS,6,"6=not applicable, invasive",True,3905
TUMOR,ONCOTYPE_DX_RISK_LEVEL_DCIS,7,"7=test ordered, results unknown",True,3905
TUMOR,ONCOTYPE_DX_RISK_LEVEL_DCIS,8,8=not applicable,True,3905
TUMOR,ONCOTYPE_DX_RISK_LEVEL_DCIS,9,9=unknown,True,3905
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,0,0=B0,False,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,1,1=B0a,False,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,2,2=B0b,False,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,3,3=B1,False,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,4,4=B1a,False,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,5,5=B1b,False,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,6,6=B2,False,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,7,"7=test ordered, results unknown",True,3910
TUMOR,PERIPHERAL_BLOOD_INVOLVEMENT,9,9=unknown,True,3910
TUMOR,DERIVED_SEER_CMB_T_SRC,1,1=clinical,False,3622
TUMOR,DERIVED_SEER_CMB_T_SRC,2,2=pathologic,False,3622
TUMOR,DERIVED_SEER_CMB_T_SRC,3,3=clinical and pathologic information used,False,3622
TUMOR,DERIVED_SEER_CMB_T_SRC,9,9=unknown,True,3622
TUMOR,ESOPHAGUS_AND_EGJ_TUMOR_EPICENTER,0,0=upper,False,3829
TUMOR,ESOPHAGUS_AND_EGJ_TUMOR_EPICENTER,1,1=middle,False,3829
TUMOR,ESOPHAGUS_AND_EGJ_TUMOR_EPICENTER,2,2=lower,False,3829
TUMOR,ESOPHAGUS_AND_EGJ_TUMOR_EPICENTER,9,9=unknown,True,3829
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,0,0=none,False,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,1,1=desmoplasia,False,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,2,2=poor differentiation,False,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,3,3=sarcomatoid differentiation,False,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,4,4=undifferentiated,False,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,5,5=multiple,False,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,6,"6=high risk, NOS",False,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,8,8=not applicable,True,3858
TUMOR,HIGH_RISK_HISTOLOGIC_FEATURES,9,9=unknown,True,3858
TUMOR,AMBIGUOUS_TERMINOLOGY_DX,0,0=conclusive term,False,442
TUMOR,AMBIGUOUS_TERMINOLOGY_DX,1,1=ambiguous term only,False,442
TUMOR,AMBIGUOUS_TERMINOLOGY_DX,2,2=ambiguous term followed by conclusive term,False,442
TUMOR,AMBIGUOUS_TERMINOLOGY_DX,9,9=unknown,True,442
TUMOR,DERIVED_SEER_CMB_M_SRC,1,1=clinical,False,3626
TUMOR,DERIVED_SEER_CMB_M_SRC,2,2=pathologic,False,3626
TUMOR,DERIVED_SEER_CMB_M_SRC,3,3=clinical and pathologic,False,3626
TUMOR,DERIVED_SEER_CMB_M_SRC,9,9=unknown,True,3626
TUMOR,FIBROSIS_SCORE,0,0=none to moderate,False,3835
TUMOR,FIBROSIS_SCORE,1,1=advanced to severe,False,3835
TUMOR,FIBROSIS_SCORE,7,"7=advanced to severe, statement only",False,3835
TUMOR,FIBROSIS_SCORE,8,8=not applicable,True,3835
TUMOR,FIBROSIS_SCORE,9,9=unknown,True,3835
TUMOR,MILITARY_RECORD_NO_SUFFIX,01,01=child,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,02,02=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,03,03=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,04,04=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,05,05=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,06,06=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,07,07=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,08,08=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,09,09=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,10,10=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,11,11=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,12,12=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,13,13=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,14,14=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,15,15=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,16,16=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,17,17=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,18,18=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,19,19=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,20,20=sponsor,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,21,21=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,22,22=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,23,23=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,24,24=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,25,25=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,26,26=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,27,27=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,28,28=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,29,29=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,30,30=spouse,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,31,31=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,32,32=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,33,33=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,34,34=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,35,35=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,36,36=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,37,37=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,38,38=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,39,39=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,40,40=mother,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,41,41=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,42,42=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,43,43=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,44,44=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,45,45=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,46,46=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,47,47=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,48,48=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,49,49=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,50,50=father,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,51,51=mother-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,52,52=mother-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,53,53=mother-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,54,54=mother-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,55,55=mother-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,56,56=father-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,57,57=father-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,58,58=father-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,59,59=father-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,60,60=father-in-law,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,61,61=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,62,62=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,63,63=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,64,64=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,65,65=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,66,66=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,67,67=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,68,68=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,69,69=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,70,70=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,71,71=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,72,72=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,73,73=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,74,74=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,75,75=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,76,76=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,77,77=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,78,78=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,79,79=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,80,80=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,81,81=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,82,82=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,83,83=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,84,84=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,85,85=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,86,86=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,87,87=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,88,88=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,89,89=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,90,90=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,91,91=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,92,92=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,93,93=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,94,94=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,95,95=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,96,96=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,97,97=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,98,98=other eligible,False,2310
TUMOR,MILITARY_RECORD_NO_SUFFIX,99,99=civilian emergency,False,2310
TUMOR,CASEFINDING_SOURCE,10,"10=reporting hospital, nos",False,501
TUMOR,CASEFINDING_SOURCE,20,"20=pathology department review (surgical pathology reports, autopsies, or cytology reports)",False,501
TUMOR,CASEFINDING_SOURCE,21,21=daily discharge review (daily screening of charts of discharged patients in the medical records department),False,501
TUMOR,CASEFINDING_SOURCE,22,22=disease index review (review of disease index in the medical records department),False,501
TUMOR,CASEFINDING_SOURCE,23,23=radiation therapy department/center,False,501
TUMOR,CASEFINDING_SOURCE,24,"24=laboratory reports (other than pathology reports, code 20)",False,501
TUMOR,CASEFINDING_SOURCE,25,25=outpatient chemotherapy,False,501
TUMOR,CASEFINDING_SOURCE,26,"26=diagnostic imaging/radiology (other than radiation therapy, codes 23; includes nuclear medicine)",False,501
TUMOR,CASEFINDING_SOURCE,27,27=tumor board,False,501
TUMOR,CASEFINDING_SOURCE,28,28=hospital rehabilitation service or clinic,False,501
TUMOR,CASEFINDING_SOURCE,29,"29=other hospital source (including clinic, nos or outpatient department, nos)",False,501
TUMOR,CASEFINDING_SOURCE,30,30=physician-initiated case,False,501
TUMOR,CASEFINDING_SOURCE,40,40=consultation-only or pathology-only report (not abstracted by reporting hospital),False,501
TUMOR,CASEFINDING_SOURCE,50,50=independent (non-hospital) pathology-laboratory report,False,501
TUMOR,CASEFINDING_SOURCE,60,60=nursing home-initiated case,False,501
TUMOR,CASEFINDING_SOURCE,70,70=coroner's office records review,False,501
TUMOR,CASEFINDING_SOURCE,75,75=managed care organization (mco) or insurance records,False,501
TUMOR,CASEFINDING_SOURCE,80,80=death certificate (case identified through death clearance),False,501
TUMOR,CASEFINDING_SOURCE,85,85=out-of-state case sharing,False,501
TUMOR,CASEFINDING_SOURCE,90,90=other non-reporting hospital source,False,501
TUMOR,CASEFINDING_SOURCE,95,95=quality control review (case initially identified through quality control activities such as casefinding audit of a regional or central registry),False,501
TUMOR,CASEFINDING_SOURCE,99,99=unknown,True,501
TUMOR,LN_HEAD_AND_NECK_LEVELS4_TO5,0,0=none,False,3877
TUMOR,LN_HEAD_AND_NECK_LEVELS4_TO5,1,1=IV,False,3877
TUMOR,LN_HEAD_AND_NECK_LEVELS4_TO5,2,2=V,False,3877
TUMOR,LN_HEAD_AND_NECK_LEVELS4_TO5,3,"3=IV, V",False,3877
TUMOR,LN_HEAD_AND_NECK_LEVELS4_TO5,8,8=not applicable,True,3877
TUMOR,LN_HEAD_AND_NECK_LEVELS4_TO5,9,9=unknown,True,3877
TUMOR,JAK2,0,0=negative,False,3862
TUMOR,JAK2,1,1=V617F mutation,False,3862
TUMOR,JAK2,2,2=exon 12 mutation,False,3862
TUMOR,JAK2,3,"3=other, specified",False,3862
TUMOR,JAK2,4,4=multiple other than V617F,False,3862
TUMOR,JAK2,5,"5=other, NOS",False,3862
TUMOR,JAK2,7,"7=test ordered, results unknown",True,3862
TUMOR,JAK2,8,8=not applicable,True,3862
TUMOR,JAK2,9,9=unknown,True,3862
TUMOR,GRADE_PATH_VALUE,1,1=grade I or 1,False,441
TUMOR,GRADE_PATH_VALUE,2,2=grade II or 2,False,441
TUMOR,GRADE_PATH_VALUE,3,3=grade III or 3,False,441
TUMOR,GRADE_PATH_VALUE,4,4=grade IV or 4,False,441
TUMOR,RX_SUMM_DX_STG_PROC,00,00=no procedure,False,1350
TUMOR,RX_SUMM_DX_STG_PROC,01,"01=biopsy, non-primary site",False,1350
